,Date,Start (ET),Visitor,Visitor Points,Home,Home Points,OT,Arena,Visitor Miles,Home Miles
22,2011-12-28,6:00p,Indiana Pacers,90,Toronto Raptors,85,None,Air Canada Centre,708.584520813154,304.51526234563045
23,2011-12-28,7:00p,Miami Heat,96,Charlotte Bobcats,95,None,Time Warner Cable Arena,3760.4346112852186,0.0
24,2011-12-28,7:30p,Washington Wizards,83,Atlanta Hawks,101,None,Philips Arena,873.0998748486302,3111.7284542327766
25,2011-12-28,7:30p,Cleveland Cavaliers,105,Detroit Pistons,89,None,The Palace of Auburn Hills,146.96617784144016,386.88589122858474
26,2011-12-28,8:00p,Boston Celtics,78,New Orleans Hornets,97,None,New Orleans Arena,3760.4346112852186,576.6307756724622
27,2011-12-28,8:00p,Oklahoma City Thunder,98,Memphis Grizzlies,95,None,FedEx Forum,1126.0431902958296,1012.777909564886
28,2011-12-28,8:30p,Los Angeles Clippers,90,San Antonio Spurs,115,None,AT&T Center,2379.2868003412996,0.0
29,2011-12-28,9:00p,Philadelphia 76ers,103,Phoenix Suns,83,None,US Airways Center,1619.4401017765108,0.0
30,2011-12-28,9:00p,Utah Jazz,100,Denver Nuggets,117,None,Pepsi Center,1336.943130611183,1066.1565415377668
31,2011-12-28,10:30p,New York Knicks,78,Golden State Warriors,92,None,Oracle Arena,4112.3959027666615,0.0
32,2011-12-29,7:00p,New Jersey Nets,78,Orlando Magic,94,None,Amway Center,3538.2939269911685,0.0
33,2011-12-29,8:00p,San Antonio Spurs,85,Houston Rockets,105,None,Toyota Center,299.59522540975945,1363.3214151590446
34,2011-12-29,8:00p,Dallas Mavericks,102,Oklahoma City Thunder,104,None,Chesapeake Energy Arena,304.1139649104341,677.888356014537
35,2011-12-29,10:00p,Denver Nuggets,102,Portland Trail Blazers,111,None,Rose Garden Arena,1576.7250673403603,0.0
36,2011-12-29,10:00p,Chicago Bulls,108,Sacramento Kings,98,None,Power Balance Pavilion,110.88235509533773,778.9831019202021
37,2011-12-29,10:30p,New York Knicks,82,Los Angeles Lakers,99,None,STAPLES Center,543.5789904134948,0.0
38,2011-12-30,7:00p,Orlando Magic,100,Charlotte Bobcats,79,None,Time Warner Cable Arena,3538.2939269911685,0.0
39,2011-12-30,7:00p,Cleveland Cavaliers,91,Indiana Pacers,98,OT,Bankers Life Fieldhouse,386.88589122858474,708.584520813154
40,2011-12-30,7:30p,New Jersey Nets,98,Atlanta Hawks,105,None,Philips Arena,647.0588780891295,0.0
41,2011-12-30,7:30p,Detroit Pistons,85,Boston Celtics,96,None,TD Garden,984.6900985889087,4171.692997477158
42,2011-12-30,8:00p,Phoenix Suns,93,New Orleans Hornets,78,None,New Orleans Arena,576.6307756724622,0.0
43,2011-12-30,8:00p,Houston Rockets,93,Memphis Grizzlies,113,None,FedEx Forum,780.3775923799758,0.0
44,2011-12-30,8:00p,Miami Heat,103,Minnesota Timberwolves,101,None,Target Center,2450.094606106478,479.40292058392754
45,2011-12-30,8:30p,Toronto Raptors,86,Dallas Mavericks,99,None,American Airlines Center,1936.11993382764,304.1139649104341
46,2011-12-30,8:30p,Washington Wizards,81,Milwaukee Bucks,102,None,Bradley Center,1077.1100552897883,0.0
47,2011-12-30,9:00p,Philadelphia 76ers,99,Utah Jazz,102,None,EnergySolutions Arena,814.3082955764366,595.6237847192574
48,2011-12-30,10:30p,Chicago Bulls,114,Los Angeles Clippers,101,None,STAPLES Center,581.6399730428296,1940.63627735
49,2011-12-31,3:30p,Denver Nuggets,89,Los Angeles Lakers,92,None,STAPLES Center,1331.1296127548705,0.0
50,2011-12-31,6:00p,Indiana Pacers,88,Detroit Pistons,96,None,The Palace of Auburn Hills,386.88589122858474,984.6900985889087
51,2011-12-31,7:00p,Atlanta Hawks,84,Houston Rockets,95,None,Toyota Center,1127.659010917122,780.3775923799758
52,2011-12-31,8:00p,Phoenix Suns,97,Oklahoma City Thunder,107,None,Chesapeake Energy Arena,1898.956851820289,0.0
53,2011-12-31,8:00p,New York Knicks,114,Sacramento Kings,92,None,Power Balance Pavilion,581.6399730428296,0.0
54,2011-12-31,8:30p,Utah Jazz,89,San Antonio Spurs,104,None,AT&T Center,1753.8493780871931,299.59522540975945
55,2011-12-31,9:00p,Philadelphia 76ers,107,Golden State Warriors,79,None,Oracle Arena,947.6013765576201,0.0
56,2012-01-01,6:00p,New Jersey Nets,82,Cleveland Cavaliers,98,None,Quicken Loans Arena,892.9424107866621,423.3599045954914
57,2012-01-01,6:00p,Charlotte Bobcats,90,Miami Heat,129,None,AmericanAirlines Arena,3760.4346112852186,2435.208801606088
58,2012-01-01,6:00p,Toronto Raptors,96,Orlando Magic,102,None,Amway Center,1547.5630092294198,3538.2939269911685
59,2012-01-01,6:00p,Boston Celtics,94,Washington Wizards,86,None,Verizon Center,633.4270621709919,1023.3241366527333
60,2012-01-01,7:00p,Dallas Mavericks,82,Minnesota Timberwolves,99,None,Target Center,1389.0628296321163,0.0
61,2012-01-01,8:00p,Memphis Grizzlies,64,Chicago Bulls,104,None,United Center,775.7604952054719,2802.687566401789
62,2012-01-01,8:00p,Los Angeles Lakers,90,Denver Nuggets,99,None,Pepsi Center,1336.943130611183,1336.943130611183
63,2012-01-01,9:00p,New Orleans Hornets,80,Sacramento Kings,96,None,Power Balance Pavilion,581.6399730428296,0.0
64,2012-01-01,9:30p,Portland Trail Blazers,88,Los Angeles Clippers,93,None,STAPLES Center,1331.1296127548705,0.0
65,2012-01-02,3:30p,Golden State Warriors,91,Phoenix Suns,102,None,US Airways Center,1032.7185490627774,1352.0317273275737
66,2012-01-02,7:30p,Washington Wizards,92,Boston Celtics,100,None,TD Garden,633.4270621709919,633.4270621709919
67,2012-01-02,7:30p,Orlando Magic,78,Detroit Pistons,89,None,The Palace of Auburn Hills,1542.0692641814376,0.0
68,2012-01-02,7:30p,Atlanta Hawks,100,Miami Heat,92,None,AmericanAirlines Arena,1555.5458172282524,0.0
69,2012-01-02,7:30p,Indiana Pacers,108,New Jersey Nets,94,None,Prudential Center,3187.0856592638156,3293.7776760847737
70,2012-01-02,7:30p,Toronto Raptors,90,New York Knicks,85,None,Madison Square Garden (IV),1515.4668134005067,4023.634775241597
71,2012-01-02,8:00p,San Antonio Spurs,96,Minnesota Timberwolves,106,None,Target Center,1787.8246610385572,0.0
72,2012-01-02,8:30p,Oklahoma City Thunder,87,Dallas Mavericks,100,None,American Airlines Center,304.1139649104341,1389.0628296321163
73,2012-01-02,9:00p,Milwaukee Bucks,86,Denver Nuggets,91,None,Pepsi Center,1469.0740702144137,0.0
74,2012-01-02,9:00p,New Orleans Hornets,90,Utah Jazz,94,None,EnergySolutions Arena,856.281216097772,1753.8493780871931
75,2012-01-03,7:00p,Charlotte Bobcats,101,Cleveland Cavaliers,115,None,Quicken Loans Arena,1752.9743920334938,0.0
76,2012-01-03,8:00p,Atlanta Hawks,74,Chicago Bulls,76,None,United Center,1917.211036119281,0.0
77,2012-01-03,8:00p,Sacramento Kings,96,Memphis Grizzlies,113,None,FedEx Forum,2809.4762009264196,775.7604952054719
78,2012-01-03,8:00p,Portland Trail Blazers,103,Oklahoma City Thunder,93,None,Chesapeake Energy Arena,1898.956851820289,304.1139649104341
79,2012-01-03,9:00p,Milwaukee Bucks,73,Utah Jazz,85,None,EnergySolutions Arena,595.6237847192574,0.0
80,2012-01-03,10:30p,Houston Rockets,99,Los Angeles Lakers,108,None,STAPLES Center,2209.332544611583,1336.943130611183
81,2012-01-04,7:00p,Washington Wizards,85,Orlando Magic,103,None,Amway Center,1796.244800871218,1542.0692641814376
82,2012-01-04,7:00p,Cleveland Cavaliers,77,Toronto Raptors,92,None,Air Canada Centre,304.51526234563045,547.8376703141461
83,2012-01-04,7:30p,New Jersey Nets,70,Boston Celtics,89,None,TD Garden,4171.692997477158,0.0
84,2012-01-04,7:30p,Chicago Bulls,99,Detroit Pistons,83,None,The Palace of Auburn Hills,384.4697958316088,0.0
85,2012-01-04,7:30p,Indiana Pacers,83,Miami Heat,118,None,AmericanAirlines Arena,3760.4346112852186,0.0
86,2012-01-04,7:30p,Charlotte Bobcats,118,New York Knicks,110,None,Madison Square Garden (IV),649.6400774269464,0.0
87,2012-01-04,8:00p,Memphis Grizzlies,90,Minnesota Timberwolves,86,None,Target Center,1126.0431902958296,0.0
88,2012-01-04,8:00p,Philadelphia 76ers,101,New Orleans Hornets,93,None,New Orleans Arena,543.5789904134948,935.0094062976216
89,2012-01-04,8:30p,Phoenix Suns,89,Dallas Mavericks,98,None,American Airlines Center,1421.8527809178588,0.0
90,2012-01-04,8:30p,Golden State Warriors,95,San Antonio Spurs,101,None,AT&T Center,1367.119384508158,1787.8246610385572
91,2012-01-04,9:00p,Sacramento Kings,83,Denver Nuggets,110,None,Pepsi Center,1413.3426956659735,0.0
92,2012-01-04,10:30p,Houston Rockets,89,Los Angeles Clippers,117,None,STAPLES Center,0.0,0.0
93,2012-01-05,8:00p,Miami Heat,116,Atlanta Hawks,109,3OT,Philips Arena,975.2296382266566,947.9424176694803
94,2012-01-05,8:30p,Dallas Mavericks,71,San Antonio Spurs,93,None,AT&T Center,404.88038844274155,0.0
95,2012-01-05,10:00p,Milwaukee Bucks,100,Sacramento Kings,103,None,Power Balance Pavilion,856.281216097772,1425.7291573504947
96,2012-01-05,10:30p,Los Angeles Lakers,96,Portland Trail Blazers,107,None,Rose Garden Arena,1331.1296127548705,2389.2671987162225
97,2012-01-06,7:00p,Atlanta Hawks,102,Charlotte Bobcats,96,OT,Time Warner Cable Arena,3111.7284542327766,3938.945299600751
98,2012-01-06,7:00p,Detroit Pistons,73,Philadelphia 76ers,96,None,Wells Fargo Center,713.5308271759454,3845.6644253369423
99,2012-01-06,7:00p,New Jersey Nets,97,Toronto Raptors,85,None,Air Canada Centre,690.755401085842,0.0
100,2012-01-06,7:00p,New York Knicks,99,Washington Wizards,96,None,Verizon Center,330.6014944059039,1220.0715534390997
101,2012-01-06,7:30p,Indiana Pacers,87,Boston Celtics,74,None,TD Garden,2023.6341857400523,0.0
102,2012-01-06,8:00p,Cleveland Cavaliers,98,Minnesota Timberwolves,87,None,Target Center,1114.2413124804623,0.0
103,2012-01-06,8:00p,Denver Nuggets,96,New Orleans Hornets,88,None,New Orleans Arena,1336.943130611183,0.0
104,2012-01-06,8:00p,Houston Rockets,94,Oklahoma City Thunder,109,None,Chesapeake Energy Arena,1898.956851820289,0.0
105,2012-01-06,8:00p,Chicago Bulls,97,Orlando Magic,83,None,Amway Center,1542.0692641814376,0.0
106,2012-01-06,9:00p,Memphis Grizzlies,85,Utah Jazz,94,None,EnergySolutions Arena,1584.2163035723793,0.0
107,2012-01-06,10:30p,Golden State Warriors,90,Los Angeles Lakers,97,None,STAPLES Center,1940.63627735,1331.1296127548705
108,2012-01-06,10:30p,Portland Trail Blazers,77,Phoenix Suns,102,None,US Airways Center,1619.4401017765108,1421.8527809178588
109,2012-01-07,7:00p,Chicago Bulls,94,Atlanta Hawks,109,None,Philips Arena,647.0588780891295,3111.7284542327766
110,2012-01-07,7:00p,Charlotte Bobcats,77,Indiana Pacers,99,None,Bankers Life Fieldhouse,2908.677483390976,1296.198618585262
111,2012-01-07,7:30p,New York Knicks,103,Detroit Pistons,80,None,The Palace of Auburn Hills,636.8582387327476,713.5308271759454
112,2012-01-07,7:30p,Miami Heat,101,New Jersey Nets,90,None,Prudential Center,3111.7284542327766,3497.010182085338
113,2012-01-07,8:00p,Oklahoma City Thunder,98,Houston Rockets,95,None,Toyota Center,666.3361500189493,666.3361500189493
114,2012-01-07,8:00p,Toronto Raptors,62,Philadelphia 76ers,97,None,Wells Fargo Center,542.928552256814,0.0
115,2012-01-07,8:30p,Denver Nuggets,117,San Antonio Spurs,121,None,AT&T Center,1940.63627735,0.0
116,2012-01-07,9:00p,New Orleans Hornets,81,Dallas Mavericks,96,None,American Airlines Center,1992.6964723321487,404.88038844274155
117,2012-01-07,10:30p,Utah Jazz,88,Golden State Warriors,87,None,Oracle Arena,947.6013765576201,543.5789904134948
118,2012-01-07,10:30p,Milwaukee Bucks,86,Los Angeles Clippers,92,None,STAPLES Center,581.6399730428296,0.0
119,2012-01-08,1:00p,Minnesota Timberwolves,93,Washington Wizards,72,None,Verizon Center,1501.2675310832583,0.0
120,2012-01-08,6:00p,Orlando Magic,104,Sacramento Kings,97,None,Power Balance Pavilion,3847.5363491438325,0.0
121,2012-01-08,7:00p,San Antonio Spurs,96,Oklahoma City Thunder,108,None,Chesapeake Energy Arena,676.726657279604,666.3361500189493
122,2012-01-08,8:00p,Milwaukee Bucks,93,Phoenix Suns,109,None,US Airways Center,576.6307756724622,0.0
123,2012-01-08,9:00p,Cleveland Cavaliers,78,Portland Trail Blazers,98,None,Rose Garden Arena,2288.485671667708,1619.4401017765108
124,2012-01-08,9:30p,Memphis Grizzlies,82,Los Angeles Lakers,90,None,STAPLES Center,935.0094062976216,0.0
125,2012-01-09,7:00p,Indiana Pacers,86,Philadelphia 76ers,96,None,Wells Fargo Center,937.4436858678192,0.0
126,2012-01-09,7:00p,Minnesota Timberwolves,87,Toronto Raptors,97,None,Air Canada Centre,563.258114910255,542.928552256814
127,2012-01-09,7:30p,Atlanta Hawks,106,New Jersey Nets,101,None,Prudential Center,3111.7284542327766,0.0
128,2012-01-09,7:30p,Charlotte Bobcats,87,New York Knicks,91,None,Madison Square Garden (IV),1037.1018074789702,774.1786166735133
129,2012-01-09,8:00p,Detroit Pistons,68,Chicago Bulls,92,None,United Center,384.4697958316088,947.9424176694803
130,2012-01-09,9:00p,New Orleans Hornets,94,Denver Nuggets,81,None,Pepsi Center,1066.1565415377668,1294.8168856423379
131,2012-01-10,7:00p,Houston Rockets,82,Charlotte Bobcats,70,None,Time Warner Cable Arena,2209.332544611583,3938.945299600751
132,2012-01-10,7:00p,Sacramento Kings,85,Philadelphia 76ers,112,None,Wells Fargo Center,3947.1481569028833,0.0
133,2012-01-10,7:00p,Toronto Raptors,78,Washington Wizards,93,None,Verizon Center,563.258114910255,0.0
134,2012-01-10,7:30p,Dallas Mavericks,100,Detroit Pistons,86,None,The Palace of Auburn Hills,1607.9039959506251,384.4697958316088
135,2012-01-10,8:00p,Oklahoma City Thunder,100,Memphis Grizzlies,95,None,FedEx Forum,677.888356014537,2576.8238126069714
136,2012-01-10,8:00p,San Antonio Spurs,103,Milwaukee Bucks,106,None,Bradley Center,1179.033961443289,2352.2774582380994
137,2012-01-10,8:00p,Chicago Bulls,111,Minnesota Timberwolves,100,None,Target Center,568.3704801146415,1114.2413124804623
138,2012-01-10,9:00p,Cleveland Cavaliers,105,Utah Jazz,113,None,EnergySolutions Arena,1020.1771987426814,947.6013765576201
139,2012-01-10,10:00p,Los Angeles Clippers,97,Portland Trail Blazers,105,None,Rose Garden Arena,1331.1296127548705,0.0
140,2012-01-10,10:30p,Miami Heat,106,Golden State Warriors,111,OT,Oracle Arena,543.5789904134948,0.0
141,2012-01-10,10:30p,Phoenix Suns,83,Los Angeles Lakers,99,None,STAPLES Center,576.6307756724622,0.0
142,2012-01-11,7:00p,Atlanta Hawks,84,Indiana Pacers,96,None,Bankers Life Fieldhouse,2908.677483390976,937.4436858678192
143,2012-01-11,7:00p,Sacramento Kings,98,Toronto Raptors,91,None,Air Canada Centre,542.928552256814,563.258114910255
144,2012-01-11,7:30p,Philadelphia 76ers,79,New York Knicks,85,None,Madison Square Garden (IV),137.55645005419467,0.0
145,2012-01-11,8:00p,Dallas Mavericks,90,Boston Celtics,85,None,TD Garden,984.6900985889087,0.0
146,2012-01-11,8:00p,Washington Wizards,64,Chicago Bulls,78,None,United Center,960.5310260305482,568.3704801146415
147,2012-01-11,8:00p,Oklahoma City Thunder,95,New Orleans Hornets,85,None,New Orleans Arena,2576.8238126069714,1336.943130611183
148,2012-01-11,8:30p,Houston Rockets,95,San Antonio Spurs,101,OT,AT&T Center,1940.63627735,1780.8727225414023
149,2012-01-11,9:00p,New Jersey Nets,115,Denver Nuggets,123,None,Pepsi Center,1336.943130611183,0.0
150,2012-01-11,9:00p,Los Angeles Lakers,90,Utah Jazz,87,OT,EnergySolutions Arena,935.0094062976216,0.0
151,2012-01-11,10:00p,Orlando Magic,107,Portland Trail Blazers,104,None,Rose Garden Arena,778.9831019202021,0.0
152,2012-01-11,10:30p,Miami Heat,89,Los Angeles Clippers,95,OT,STAPLES Center,543.5789904134948,1331.1296127548705
153,2012-01-12,7:30p,Charlotte Bobcats,81,Atlanta Hawks,111,None,Philips Arena,3111.7284542327766,686.0579069501066
154,2012-01-12,8:00p,New York Knicks,83,Memphis Grizzlies,94,None,FedEx Forum,1536.2965809112106,0.0
155,2012-01-12,8:00p,Detroit Pistons,93,Milwaukee Bucks,102,None,Bradley Center,404.9363596503264,0.0
156,2012-01-12,9:00p,Cleveland Cavaliers,101,Phoenix Suns,90,None,US Airways Center,814.3082955764366,576.6307756724622
157,2012-01-12,10:30p,Orlando Magic,117,Golden State Warriors,109,None,Oracle Arena,866.1730832332902,0.0
158,2012-01-13,7:00p,Detroit Pistons,98,Charlotte Bobcats,81,None,Time Warner Cable Arena,2804.1218559883964,3111.7284542327766
159,2012-01-13,7:00p,Washington Wizards,89,Philadelphia 76ers,120,None,Wells Fargo Center,1072.7534404032758,137.55645005419467
160,2012-01-13,7:00p,Indiana Pacers,95,Toronto Raptors,90,None,Air Canada Centre,708.584520813154,0.0
161,2012-01-13,8:00p,Chicago Bulls,88,Boston Celtics,79,None,TD Garden,1369.0103115617567,0.0
162,2012-01-13,8:00p,Sacramento Kings,89,Houston Rockets,103,None,Toyota Center,2094.212954130142,299.59522540975945
163,2012-01-13,8:00p,Minnesota Timberwolves,87,New Orleans Hornets,80,None,New Orleans Arena,2450.094606106478,0.0
164,2012-01-13,8:30p,Milwaukee Bucks,76,Dallas Mavericks,102,None,American Airlines Center,1379.6895051540373,2493.2097258134963
165,2012-01-13,8:30p,Portland Trail Blazers,83,San Antonio Spurs,99,None,AT&T Center,2769.2696967343613,0.0
166,2012-01-13,9:00p,New Jersey Nets,110,Phoenix Suns,103,None,US Airways Center,942.0879126577364,0.0
167,2012-01-13,10:30p,Miami Heat,104,Denver Nuggets,117,None,Pepsi Center,1336.943130611183,0.0
168,2012-01-13,10:30p,Cleveland Cavaliers,92,Los Angeles Lakers,97,None,STAPLES Center,576.6307756724622,935.0094062976216
169,2012-01-14,7:00p,Minnesota Timberwolves,91,Atlanta Hawks,93,None,Philips Arena,3111.7284542327766,0.0
170,2012-01-14,7:00p,Golden State Warriors,100,Charlotte Bobcats,112,None,Time Warner Cable Arena,543.5789904134948,0.0
171,2012-01-14,7:00p,Boston Celtics,83,Indiana Pacers,97,None,Bankers Life Fieldhouse,1296.198618585262,708.584520813154
172,2012-01-14,7:00p,Philadelphia 76ers,103,Washington Wizards,90,None,Verizon Center,194.10551601585877,194.10551601585877
173,2012-01-14,8:00p,Toronto Raptors,64,Chicago Bulls,77,None,United Center,704.7038435348661,1369.0103115617567
174,2012-01-14,8:00p,Portland Trail Blazers,105,Houston Rockets,107,OT,Toyota Center,299.59522540975945,0.0
175,2012-01-14,8:00p,New Orleans Hornets,99,Memphis Grizzlies,108,None,FedEx Forum,2576.8238126069714,0.0
176,2012-01-14,8:00p,New York Knicks,92,Oklahoma City Thunder,104,None,Chesapeake Energy Arena,677.888356014537,1898.956851820289
177,2012-01-14,9:00p,Sacramento Kings,60,Dallas Mavericks,99,None,American Airlines Center,364.9594048580162,0.0
178,2012-01-14,9:00p,New Jersey Nets,94,Utah Jazz,107,None,EnergySolutions Arena,814.3082955764366,0.0
179,2012-01-14,10:30p,Los Angeles Lakers,94,Los Angeles Clippers,102,None,STAPLES Center,0.0,0.0
180,2012-01-15,6:00p,Golden State Warriors,99,Detroit Pistons,91,None,The Palace of Auburn Hills,3187.0856592638156,3187.0856592638156
181,2012-01-15,8:00p,Utah Jazz,106,Denver Nuggets,96,None,Pepsi Center,595.6237847192574,0.0
182,2012-01-15,9:00p,Phoenix Suns,91,San Antonio Spurs,102,None,AT&T Center,1367.119384508158,0.0
183,2012-01-16,1:00p,Chicago Bulls,86,Memphis Grizzlies,102,None,FedEx Forum,775.7604952054719,0.0
184,2012-01-16,1:00p,Orlando Magic,102,New York Knicks,93,None,Madison Square Garden (IV),4112.3959027666615,2133.052203371364
185,2012-01-16,2:00p,Cleveland Cavaliers,102,Charlotte Bobcats,94,None,Time Warner Cable Arena,0.0,0.0
186,2012-01-16,2:00p,Milwaukee Bucks,82,Philadelphia 76ers,94,None,Wells Fargo Center,2086.1959799241276,194.10551601585877
187,2012-01-16,2:00p,Houston Rockets,114,Washington Wizards,106,None,Verizon Center,1961.896519494736,0.0
188,2012-01-16,3:00p,Portland Trail Blazers,84,New Orleans Hornets,77,None,New Orleans Arena,2209.332544611583,2576.8238126069714
189,2012-01-16,3:30p,New Jersey Nets,91,Los Angeles Clippers,101,None,STAPLES Center,935.0094062976216,0.0
190,2012-01-16,4:00p,Toronto Raptors,84,Atlanta Hawks,93,None,Philips Arena,947.9424176694803,0.0
191,2012-01-16,8:00p,Oklahoma City Thunder,97,Boston Celtics,88,None,TD Garden,2402.3790336487878,1296.198618585262
192,2012-01-16,8:00p,Sacramento Kings,86,Minnesota Timberwolves,99,None,Target Center,1389.0628296321163,1460.8045240481426
193,2012-01-16,10:30p,Dallas Mavericks,70,Los Angeles Lakers,73,None,STAPLES Center,1992.6964723321487,0.0
194,2012-01-17,7:00p,Golden State Warriors,105,Cleveland Cavaliers,95,None,Quicken Loans Arena,146.96617784144016,3293.7776760847737
195,2012-01-17,7:00p,Charlotte Bobcats,89,Orlando Magic,96,None,Amway Center,3538.2939269911685,1515.4668134005067
196,2012-01-17,7:30p,San Antonio Spurs,98,Miami Heat,120,None,AmericanAirlines Arena,1841.3974772786532,2777.330629273191
197,2012-01-17,8:00p,Phoenix Suns,97,Chicago Bulls,118,None,United Center,1689.0684331737357,775.7604952054719
198,2012-01-17,8:00p,Detroit Pistons,80,Houston Rockets,97,None,Toyota Center,1780.3652824956134,1961.896519494736
199,2012-01-17,8:00p,Denver Nuggets,105,Milwaukee Bucks,95,None,Bradley Center,1469.0740702144137,1116.5784765140054
200,2012-01-17,9:00p,Los Angeles Clippers,79,Utah Jazz,108,None,EnergySolutions Arena,935.0094062976216,595.6237847192574
201,2012-01-18,7:00p,San Antonio Spurs,85,Orlando Magic,83,OT,Amway Center,328.7388510040184,0.0
202,2012-01-18,7:00p,Denver Nuggets,108,Philadelphia 76ers,104,OT,Wells Fargo Center,1116.5784765140054,0.0
203,2012-01-18,7:00p,Oklahoma City Thunder,102,Washington Wizards,105,None,Verizon Center,633.4270621709919,0.0
204,2012-01-18,7:30p,Toronto Raptors,73,Boston Celtics,96,None,TD Garden,1506.4940289879444,0.0
205,2012-01-18,7:30p,Golden State Warriors,100,New Jersey Nets,107,None,Prudential Center,3293.7776760847737,0.0
206,2012-01-18,7:30p,Phoenix Suns,91,New York Knicks,88,None,Madison Square Garden (IV),1148.3162681652743,0.0
207,2012-01-18,8:00p,Portland Trail Blazers,89,Atlanta Hawks,92,None,Philips Arena,3111.7284542327766,0.0
208,2012-01-18,8:00p,Detroit Pistons,85,Minnesota Timberwolves,93,None,Target Center,1703.2301644142744,0.0
209,2012-01-18,8:00p,Memphis Grizzlies,93,New Orleans Hornets,87,None,New Orleans Arena,2576.8238126069714,0.0
210,2012-01-18,10:00p,Indiana Pacers,88,Sacramento Kings,92,None,Power Balance Pavilion,3029.8165143427163,2431.9711271738224
211,2012-01-18,10:30p,Dallas Mavericks,89,Los Angeles Clippers,91,None,STAPLES Center,0.0,935.0094062976216
212,2012-01-19,8:00p,New Orleans Hornets,88,Houston Rockets,90,OT,Toyota Center,2209.332544611583,0.0
213,2012-01-19,8:00p,Los Angeles Lakers,87,Miami Heat,98,None,AmericanAirlines Arena,3760.4346112852186,0.0
214,2012-01-19,10:30p,Dallas Mavericks,94,Utah Jazz,91,None,EnergySolutions Arena,935.0094062976216,0.0
215,2012-01-20,7:00p,Atlanta Hawks,76,Philadelphia 76ers,90,None,Wells Fargo Center,1066.990607895707,0.0
216,2012-01-20,7:00p,Portland Trail Blazers,94,Toronto Raptors,84,None,Air Canada Centre,1181.8495202885229,690.755401085842
217,2012-01-20,7:00p,Denver Nuggets,108,Washington Wizards,104,None,Verizon Center,194.10551601585877,0.0
218,2012-01-20,7:30p,Phoenix Suns,79,Boston Celtics,71,None,TD Garden,302.8269357799009,0.0
219,2012-01-20,7:30p,Chicago Bulls,114,Cleveland Cavaliers,75,None,Quicken Loans Arena,498.8674349614804,0.0
220,2012-01-20,7:30p,Memphis Grizzlies,98,Detroit Pistons,81,None,The Palace of Auburn Hills,3187.0856592638156,872.2597636270331
221,2012-01-20,7:30p,Milwaukee Bucks,100,New York Knicks,86,None,Madison Square Garden (IV),1178.834402280509,0.0
222,2012-01-20,8:00p,Los Angeles Lakers,80,Orlando Magic,92,None,Amway Center,328.7388510040184,0.0
223,2012-01-20,8:30p,Sacramento Kings,88,San Antonio Spurs,86,None,AT&T Center,2348.006331777082,1660.2897057158195
224,2012-01-20,10:30p,Indiana Pacers,94,Golden State Warriors,91,None,Oracle Arena,110.88235509533773,543.5789904134948
225,2012-01-20,10:30p,Minnesota Timberwolves,101,Los Angeles Clippers,98,None,STAPLES Center,2450.094606106478,0.0
226,2012-01-21,7:00p,Cleveland Cavaliers,94,Atlanta Hawks,121,None,Philips Arena,892.9424107866621,1066.990607895707
227,2012-01-21,7:30p,Portland Trail Blazers,91,Detroit Pistons,94,None,The Palace of Auburn Hills,332.19366550770116,0.0
228,2012-01-21,7:30p,Philadelphia 76ers,92,Miami Heat,113,None,AmericanAirlines Arena,1637.7082950648175,0.0
229,2012-01-21,7:30p,Denver Nuggets,119,New York Knicks,114,2OT,Madison Square Garden (IV),330.6014944059039,0.0
230,2012-01-21,8:00p,Charlotte Bobcats,89,Chicago Bulls,95,None,United Center,1588.653336706834,498.8674349614804
231,2012-01-21,8:00p,San Antonio Spurs,102,Houston Rockets,105,None,Toyota Center,299.59522540975945,0.0
232,2012-01-21,8:00p,Sacramento Kings,95,Memphis Grizzlies,128,None,FedEx Forum,1012.777909564886,1002.4434233535106
233,2012-01-21,8:00p,Oklahoma City Thunder,84,New Jersey Nets,74,None,Prudential Center,3695.824872344601,0.0
234,2012-01-21,8:00p,Dallas Mavericks,83,New Orleans Hornets,81,None,New Orleans Arena,935.0094062976216,2209.332544611583
235,2012-01-21,9:00p,Minnesota Timberwolves,98,Utah Jazz,108,None,EnergySolutions Arena,935.0094062976216,0.0
236,2012-01-22,1:00p,Boston Celtics,100,Washington Wizards,94,None,Verizon Center,633.4270621709919,0.0
237,2012-01-22,3:30p,Toronto Raptors,91,Los Angeles Clippers,103,None,STAPLES Center,3497.010182085338,0.0
238,2012-01-22,6:00p,Milwaukee Bucks,91,Miami Heat,82,None,AmericanAirlines Arena,1760.1289875089205,0.0
239,2012-01-22,6:00p,Charlotte Bobcats,87,New Jersey Nets,97,None,Prudential Center,2802.687566401789,0.0
240,2012-01-22,9:30p,Indiana Pacers,98,Los Angeles Lakers,96,None,STAPLES Center,543.5789904134948,3538.2939269911685
241,2012-01-23,7:00p,Washington Wizards,83,Philadelphia 76ers,103,None,Wells Fargo Center,194.10551601585877,1637.7082950648175
242,2012-01-23,7:30p,Orlando Magic,56,Boston Celtics,87,None,TD Garden,1796.244800871218,633.4270621709919
243,2012-01-23,8:00p,New Jersey Nets,95,Chicago Bulls,110,None,United Center,2802.687566401789,0.0
244,2012-01-23,8:00p,Atlanta Hawks,97,Milwaukee Bucks,92,None,Bradley Center,1077.1100552897883,2044.1397744677774
245,2012-01-23,8:00p,Houston Rockets,107,Minnesota Timberwolves,92,None,Target Center,1703.2301644142744,1584.2163035723793
