,Date,Start (ET),Visitor,Visitor Points,Home,Home Points,OT,Arena,Visitor Miles,Home Miles
9141,2022-02-02,10:00p,Denver Nuggets,104,Utah Jazz,108,None,Vivint Smart Home Arena,1584.2163035723793,1584.2163035723793
9142,2022-02-02,10:30p,Portland Trail Blazers,94,Los Angeles Lakers,99,None,Crypto.com Arena,1898.956851820289,3111.7284542327766
9143,2022-02-03,7:00p,Minnesota Timberwolves,128,Detroit Pistons,117,None,Little Caesars Arena,872.2597636270331,0.0
9144,2022-02-03,7:00p,Miami Heat,112,San Antonio Spurs,95,None,AT&T Center,2312.913601719932,0.0
9145,2022-02-03,7:30p,Phoenix Suns,115,Atlanta Hawks,124,None,State Farm Arena,2555.5976457076745,0.0
9146,2022-02-03,7:30p,Chicago Bulls,120,Toronto Raptors,127,OT,Scotiabank Arena,704.7038435348661,0.0
9147,2022-02-03,10:00p,Sacramento Kings,114,Golden State Warriors,126,None,Chase Center,110.88235509533773,2379.2868003412996
9148,2022-02-03,10:00p,Los Angeles Lakers,110,Los Angeles Clippers,111,None,Crypto.com Arena,0.0,2908.677483390976
9149,2022-02-04,7:00p,Cleveland Cavaliers,102,Charlotte Hornets,101,None,Spectrum Center,1489.9547495993113,1159.7519810909537
9150,2022-02-04,7:00p,Boston Celtics,102,Detroit Pistons,93,None,Little Caesars Arena,984.6900985889087,0.0
9151,2022-02-04,7:00p,Chicago Bulls,122,Indiana Pacers,115,None,Gainbridge Fieldhouse,708.584520813154,0.0
9152,2022-02-04,7:30p,Atlanta Hawks,114,Toronto Raptors,125,None,Scotiabank Arena,1181.8495202885229,0.0
9153,2022-02-04,8:30p,Houston Rockets,106,San Antonio Spurs,131,None,AT&T Center,299.59522540975945,0.0
9154,2022-02-04,9:00p,New Orleans Pelicans,113,Denver Nuggets,105,None,Ball Arena,1858.1156449233167,595.6237847192574
9155,2022-02-04,9:00p,Brooklyn Nets,102,Utah Jazz,125,None,Vivint Smart Home Arena,856.281216097772,0.0
9156,2022-02-04,10:00p,Philadelphia 76ers,98,Dallas Mavericks,107,None,American Airlines Center,2086.1959799241276,0.0
9157,2022-02-04,10:00p,Oklahoma City Thunder,96,Portland Trail Blazers,93,None,Moda Center,2623.2744696914424,1331.1296127548705
9158,2022-02-05,5:00p,Memphis Grizzlies,135,Orlando Magic,115,None,Amway Center,1515.4668134005067,1322.5847620149084
9159,2022-02-05,7:00p,Miami Heat,104,Charlotte Hornets,86,None,Spectrum Center,1771.6732932911184,0.0
9160,2022-02-05,7:00p,Phoenix Suns,95,Washington Wizards,80,None,Capital One Arena,873.0998748486302,194.10551601585877
9161,2022-02-05,8:30p,New York Knicks,115,Los Angeles Lakers,122,OT,Crypto.com Arena,3938.945299600751,0.0
9162,2022-02-05,10:00p,Milwaukee Bucks,137,Portland Trail Blazers,108,None,Moda Center,2758.036423306091,0.0
9163,2022-02-05,10:00p,Oklahoma City Thunder,103,Sacramento Kings,113,None,Golden 1 Center,778.9831019202021,110.88235509533773
9164,2022-02-06,3:30p,Philadelphia 76ers,119,Chicago Bulls,108,None,United Center,1292.1419415505254,267.850235260918
9165,2022-02-06,3:30p,Brooklyn Nets,104,Denver Nuggets,124,None,Ball Arena,595.6237847192574,0.0
9166,2022-02-06,3:30p,Detroit Pistons,105,Minnesota Timberwolves,118,None,Target Center,872.2597636270331,872.2597636270331
9167,2022-02-06,6:00p,Indiana Pacers,85,Cleveland Cavaliers,98,None,Rocket Mortgage Fieldhouse,423.3599045954914,701.3207936307006
9168,2022-02-06,6:00p,Atlanta Hawks,94,Dallas Mavericks,103,None,American Airlines Center,1936.11993382764,0.0
9169,2022-02-06,6:00p,Boston Celtics,116,Orlando Magic,83,None,Amway Center,1542.0692641814376,0.0
9170,2022-02-06,7:00p,New Orleans Pelicans,120,Houston Rockets,107,None,Toyota Center,1416.7501824015203,299.59522540975945
9171,2022-02-06,9:00p,Milwaukee Bucks,137,Los Angeles Clippers,113,None,Crypto.com Arena,1331.1296127548705,0.0
9172,2022-02-07,7:00p,Toronto Raptors,116,Charlotte Hornets,101,None,Spectrum Center,944.464268022946,0.0
9173,2022-02-07,7:00p,Miami Heat,121,Washington Wizards,100,None,Capital One Arena,530.52423180597,0.0
9174,2022-02-07,8:00p,Phoenix Suns,127,Chicago Bulls,124,None,United Center,960.5310260305482,0.0
9175,2022-02-07,8:00p,Golden State Warriors,110,Oklahoma City Thunder,98,None,Paycom Center,2211.8404024598826,2151.063867247017
9176,2022-02-07,9:00p,New York Knicks,104,Utah Jazz,113,None,Vivint Smart Home Arena,935.0094062976216,0.0
9177,2022-02-08,7:00p,Phoenix Suns,114,Philadelphia 76ers,109,None,Wells Fargo Center,1072.7534404032758,1072.7534404032758
9178,2022-02-08,7:30p,Indiana Pacers,112,Atlanta Hawks,133,None,State Farm Arena,892.9424107866621,1158.3484663603756
9179,2022-02-08,7:30p,Boston Celtics,126,Brooklyn Nets,91,None,Barclays Center,1509.5679616098573,2623.3436252415154
9180,2022-02-08,8:00p,Los Angeles Clippers,109,Memphis Grizzlies,135,None,FedEx Forum,2576.8238126069714,1099.8784110683698
9181,2022-02-08,8:00p,Houston Rockets,97,New Orleans Pelicans,110,None,Smoothie King Center,509.64888007288965,509.64888007288965
9182,2022-02-08,8:30p,Detroit Pistons,86,Dallas Mavericks,116,None,American Airlines Center,1389.0628296321163,0.0
9183,2022-02-08,9:00p,New York Knicks,115,Denver Nuggets,132,None,Ball Arena,595.6237847192574,0.0
9184,2022-02-08,10:00p,Milwaukee Bucks,131,Los Angeles Lakers,116,None,Crypto.com Arena,0.0,0.0
9185,2022-02-08,10:00p,Orlando Magic,113,Portland Trail Blazers,95,None,Moda Center,4063.606250547811,0.0
9186,2022-02-08,10:00p,Minnesota Timberwolves,134,Sacramento Kings,114,None,Golden 1 Center,2431.9711271738224,0.0
9187,2022-02-09,7:00p,San Antonio Spurs,92,Cleveland Cavaliers,105,None,Rocket Mortgage Fieldhouse,2018.802086350216,0.0
9188,2022-02-09,7:30p,Chicago Bulls,121,Charlotte Hornets,109,None,Spectrum Center,948.5852591764366,0.0
9189,2022-02-09,8:00p,Toronto Raptors,117,Oklahoma City Thunder,98,None,Paycom Center,1510.9627084739454,0.0
9190,2022-02-09,10:00p,Los Angeles Lakers,105,Portland Trail Blazers,107,None,Moda Center,1331.1296127548705,0.0
9191,2022-02-09,10:00p,Minnesota Timberwolves,119,Sacramento Kings,132,None,Golden 1 Center,0.0,0.0
9192,2022-02-09,10:00p,Golden State Warriors,85,Utah Jazz,111,None,Vivint Smart Home Arena,1387.6319885896312,0.0
9193,2022-02-10,7:00p,Memphis Grizzlies,132,Detroit Pistons,107,None,Little Caesars Arena,1002.4434233535106,1607.9039959506251
9194,2022-02-10,7:30p,Miami Heat,112,New Orleans Pelicans,97,None,Smoothie King Center,1554.4568535755502,0.0
9195,2022-02-10,7:30p,Brooklyn Nets,112,Washington Wizards,113,None,Capital One Arena,327.2672996926976,0.0
9196,2022-02-10,8:00p,Toronto Raptors,139,Houston Rockets,120,None,Toyota Center,666.3361500189493,509.64888007288965
9197,2022-02-10,8:30p,Los Angeles Clippers,105,Dallas Mavericks,112,None,American Airlines Center,676.193332500622,0.0
9198,2022-02-10,10:00p,New York Knicks,116,Golden State Warriors,114,None,Chase Center,1505.2240214573474,947.6013765576201
9199,2022-02-10,10:00p,Milwaukee Bucks,107,Phoenix Suns,131,None,Phoenix Suns Arena,576.6307756724622,3343.2766612823198
9200,2022-02-11,7:00p,Charlotte Hornets,141,Detroit Pistons,119,None,Little Caesars Arena,814.1566984342019,0.0
9201,2022-02-11,7:00p,Cleveland Cavaliers,120,Indiana Pacers,113,None,Gainbridge Fieldhouse,423.3599045954914,686.0579069501066
9202,2022-02-11,7:00p,Oklahoma City Thunder,87,Philadelphia 76ers,100,None,Wells Fargo Center,2021.307176922626,0.0
9203,2022-02-11,7:30p,San Antonio Spurs,136,Atlanta Hawks,121,None,State Farm Arena,892.9424107866621,0.0
9204,2022-02-11,7:30p,Denver Nuggets,102,Boston Celtics,108,None,TD Garden,2842.0911685293936,306.2838054453734
9205,2022-02-11,8:00p,Minnesota Timberwolves,122,Chicago Bulls,134,None,United Center,2876.0134658918396,948.5852591764366
9206,2022-02-11,9:00p,Orlando Magic,99,Utah Jazz,114,None,Vivint Smart Home Arena,1020.1771987426814,0.0
9207,2022-02-12,5:00p,New York Knicks,103,Portland Trail Blazers,112,None,Moda Center,866.1730832332902,0.0
9208,2022-02-12,7:00p,Memphis Grizzlies,125,Charlotte Hornets,118,None,Spectrum Center,814.1566984342019,814.1566984342019
9209,2022-02-12,7:00p,San Antonio Spurs,124,New Orleans Pelicans,114,None,Smoothie King Center,683.6738489553459,0.0
9210,2022-02-12,7:00p,Sacramento Kings,123,Washington Wizards,110,None,Capital One Arena,3818.683441126077,0.0
9211,2022-02-12,7:30p,Cleveland Cavaliers,93,Philadelphia 76ers,103,None,Wells Fargo Center,937.4436858678192,0.0
9212,2022-02-12,7:30p,Denver Nuggets,110,Toronto Raptors,109,None,Scotiabank Arena,690.755401085842,2094.212954130142
9213,2022-02-12,8:00p,Oklahoma City Thunder,101,Chicago Bulls,106,None,United Center,1072.7534404032758,0.0
9214,2022-02-12,8:00p,Brooklyn Nets,111,Miami Heat,115,None,FTX Arena,1488.2742053322395,1076.872980975482
9215,2022-02-12,8:30p,Los Angeles Clippers,99,Dallas Mavericks,97,None,American Airlines Center,0.0,0.0
9216,2022-02-12,8:30p,Los Angeles Lakers,115,Golden State Warriors,117,None,Chase Center,866.1730832332902,0.0
9217,2022-02-12,9:00p,Orlando Magic,105,Phoenix Suns,132,None,Phoenix Suns Arena,814.3082955764366,0.0
9218,2022-02-13,2:00p,Atlanta Hawks,95,Boston Celtics,105,None,TD Garden,1506.4940289879444,0.0
9219,2022-02-13,3:00p,Minnesota Timberwolves,129,Indiana Pacers,120,None,Gainbridge Fieldhouse,267.850235260918,0.0
9220,2022-02-14,7:00p,Detroit Pistons,94,Washington Wizards,103,None,Capital One Arena,636.8582387327476,0.0
9221,2022-02-14,7:30p,Sacramento Kings,85,Brooklyn Nets,109,None,Barclays Center,327.2672996926976,1753.609073414792
9222,2022-02-14,7:30p,Oklahoma City Thunder,127,New York Knicks,123,OT,Madison Square Garden (IV),1148.3162681652743,3923.687795226172
9223,2022-02-14,8:00p,San Antonio Spurs,109,Chicago Bulls,120,None,United Center,1344.2043625887404,0.0
9224,2022-02-14,8:00p,Portland Trail Blazers,122,Milwaukee Bucks,107,None,Fiserv Forum,2758.036423306091,2352.2774582380994
9225,2022-02-14,8:00p,Toronto Raptors,90,New Orleans Pelicans,120,None,Smoothie King Center,1792.9355450486207,0.0
9226,2022-02-14,9:00p,Orlando Magic,111,Denver Nuggets,121,None,Ball Arena,942.0879126577364,2162.3936662251563
9227,2022-02-14,9:00p,Houston Rockets,101,Utah Jazz,135,None,Vivint Smart Home Arena,1932.1145321848035,0.0
9228,2022-02-14,10:30p,Golden State Warriors,104,Los Angeles Clippers,119,None,Crypto.com Arena,543.5789904134948,1992.6964723321487
9229,2022-02-15,7:30p,Cleveland Cavaliers,116,Atlanta Hawks,124,None,State Farm Arena,1066.990607895707,1506.4940289879444
9230,2022-02-15,7:30p,Dallas Mavericks,107,Miami Heat,99,None,FTX Arena,1787.708530065366,0.0
9231,2022-02-15,7:30p,Boston Celtics,135,Philadelphia 76ers,87,None,Wells Fargo Center,439.9176839066835,0.0
9232,2022-02-15,8:00p,Indiana Pacers,119,Milwaukee Bucks,128,None,Fiserv Forum,393.2587038566132,0.0
9233,2022-02-15,8:00p,Charlotte Hornets,120,Minnesota Timberwolves,126,OT,Target Center,1511.6950009966115,823.0886926028779
9234,2022-02-15,8:00p,Memphis Grizzlies,121,New Orleans Pelicans,109,None,Smoothie King Center,1045.1976968600477,0.0
9235,2022-02-15,10:00p,Los Angeles Clippers,96,Phoenix Suns,103,None,Phoenix Suns Arena,576.6307756724622,0.0
9236,2022-02-16,7:00p,Atlanta Hawks,130,Orlando Magic,109,None,Amway Center,647.0588780891295,2494.5979256817554
9237,2022-02-16,7:30p,Detroit Pistons,112,Boston Celtics,111,None,TD Garden,633.4270621709919,439.9176839066835
9238,2022-02-16,7:30p,Washington Wizards,108,Indiana Pacers,113,None,Gainbridge Fieldhouse,791.2164210344408,393.2587038566132
9239,2022-02-16,7:30p,Brooklyn Nets,111,New York Knicks,106,None,Madison Square Garden (IV),7.711935018361354,0.0
9240,2022-02-16,8:00p,Sacramento Kings,118,Chicago Bulls,125,None,United Center,1151.242713652326,0.0
9241,2022-02-16,8:00p,Portland Trail Blazers,123,Memphis Grizzlies,119,None,FedEx Forum,896.2641667711999,578.998800034611
9242,2022-02-16,8:00p,Toronto Raptors,103,Minnesota Timberwolves,91,None,Target Center,1694.6020475799226,0.0
9243,2022-02-16,8:00p,San Antonio Spurs,114,Oklahoma City Thunder,106,None,Paycom Center,1111.801583029536,2133.052203371364
9244,2022-02-16,9:00p,Houston Rockets,121,Phoenix Suns,124,None,Phoenix Suns Arena,814.3082955764366,0.0
9245,2022-02-16,10:00p,Denver Nuggets,117,Golden State Warriors,116,None,Chase Center,1505.2240214573474,543.5789904134948
9246,2022-02-16,10:00p,Utah Jazz,101,Los Angeles Lakers,106,None,Crypto.com Arena,935.0094062976216,543.5789904134948
9247,2022-02-17,7:00p,Miami Heat,111,Charlotte Hornets,107,2OT,Spectrum Center,1051.97249862019,1511.6950009966115
9248,2022-02-17,7:30p,Washington Wizards,117,Brooklyn Nets,103,None,Barclays Center,1038.3680930945834,7.711935018361354
9249,2022-02-17,8:00p,Dallas Mavericks,125,New Orleans Pelicans,118,None,Smoothie King Center,1076.872980975482,0.0
9250,2022-02-17,8:30p,Philadelphia 76ers,123,Milwaukee Bucks,120,None,Fiserv Forum,1116.5784765140054,0.0
9251,2022-02-17,10:30p,Houston Rockets,111,Los Angeles Clippers,142,None,Crypto.com Arena,576.6307756724622,576.6307756724622
9252,2022-02-24,7:00p,Cleveland Cavaliers,103,Detroit Pistons,106,None,Little Caesars Arena,961.6547109578556,984.6900985889087
9253,2022-02-24,7:30p,Boston Celtics,129,Brooklyn Nets,106,None,Barclays Center,306.2838054453734,0.0
9254,2022-02-24,8:00p,Atlanta Hawks,108,Chicago Bulls,112,None,United Center,1588.653336706834,0.0
9255,2022-02-24,8:00p,Memphis Grizzlies,114,Minnesota Timberwolves,119,None,Target Center,1126.0431902958296,0.0
9256,2022-02-24,8:00p,Phoenix Suns,124,Oklahoma City Thunder,104,None,Paycom Center,1352.0317273275737,0.0
9257,2022-02-24,10:00p,Golden State Warriors,132,Portland Trail Blazers,95,None,Moda Center,866.1730832332902,2969.4323914076685
9258,2022-02-24,10:00p,Denver Nuggets,128,Sacramento Kings,110,None,Golden 1 Center,110.88235509533773,2876.0134658918396
9259,2022-02-25,7:00p,Toronto Raptors,93,Charlotte Hornets,125,None,Spectrum Center,1511.6950009966115,0.0
9260,2022-02-25,7:00p,Oklahoma City Thunder,129,Indiana Pacers,125,OT,Gainbridge Fieldhouse,1107.8138293388251,0.0
9261,2022-02-25,7:00p,Houston Rockets,111,Orlando Magic,119,None,Amway Center,3538.2939269911685,0.0
9262,2022-02-25,7:00p,San Antonio Spurs,157,Washington Wizards,153,2OT,Capital One Arena,1851.1524666173534,327.2672996926976
9263,2022-02-25,7:30p,Miami Heat,115,New York Knicks,100,None,Madison Square Garden (IV),858.2360791456974,0.0
9264,2022-02-25,8:00p,Philadelphia 76ers,133,Minnesota Timberwolves,102,None,Target Center,479.40292058392754,0.0
9265,2022-02-25,9:00p,New Orleans Pelicans,117,Phoenix Suns,102,None,Phoenix Suns Arena,2112.1901485645976,1352.0317273275737
9266,2022-02-25,9:00p,Dallas Mavericks,109,Utah Jazz,114,None,Vivint Smart Home Arena,2305.868732364559,935.0094062976216
9267,2022-02-25,10:00p,Los Angeles Clippers,105,Los Angeles Lakers,102,None,Crypto.com Arena,0.0,0.0
9268,2022-02-26,12:00p,Boston Celtics,113,Detroit Pistons,104,None,Little Caesars Arena,777.7726679514896,0.0
9269,2022-02-26,7:30p,Toronto Raptors,100,Atlanta Hawks,127,None,State Farm Arena,364.5440925264182,947.9424176694803
9270,2022-02-26,8:00p,Memphis Grizzlies,116,Chicago Bulls,110,None,United Center,568.3704801146415,0.0
9271,2022-02-26,8:00p,Washington Wizards,86,Cleveland Cavaliers,92,None,Rocket Mortgage Fieldhouse,490.4262711934011,146.96617784144016
9272,2022-02-26,8:00p,San Antonio Spurs,129,Miami Heat,133,None,FTX Arena,1488.2742053322395,1760.1289875089205
9273,2022-02-26,8:30p,Brooklyn Nets,126,Milwaukee Bucks,123,None,Fiserv Forum,1182.525606821378,0.0
9274,2022-02-26,9:00p,Sacramento Kings,110,Denver Nuggets,115,None,Ball Arena,1425.7291573504947,1425.7291573504947
9275,2022-02-27,1:00p,Philadelphia 76ers,125,New York Knicks,109,None,Madison Square Garden (IV),1635.887221071749,0.0
9276,2022-02-27,3:30p,Utah Jazz,118,Phoenix Suns,114,None,Phoenix Suns Arena,814.3082955764366,0.0
9277,2022-02-27,5:00p,Boston Celtics,107,Indiana Pacers,128,None,Gainbridge Fieldhouse,386.88589122858474,0.0
9278,2022-02-27,7:00p,Detroit Pistons,127,Charlotte Hornets,126,OT,Spectrum Center,814.1566984342019,0.0
9279,2022-02-27,7:00p,Los Angeles Clippers,99,Houston Rockets,98,None,Toyota Center,2209.332544611583,1363.3214151590446
9280,2022-02-27,7:30p,Dallas Mavericks,107,Golden State Warriors,101,None,Chase Center,947.6013765576201,866.1730832332902
9281,2022-02-27,9:00p,Denver Nuggets,124,Portland Trail Blazers,92,None,Moda Center,1576.7250673403603,0.0
9282,2022-02-27,10:00p,New Orleans Pelicans,123,Los Angeles Lakers,95,None,Crypto.com Arena,576.6307756724622,0.0
9283,2022-02-28,7:00p,Minnesota Timberwolves,127,Cleveland Cavaliers,122,None,Rocket Mortgage Fieldhouse,1014.2755611622656,0.0
9284,2022-02-28,7:00p,Indiana Pacers,103,Orlando Magic,119,None,Amway Center,1322.5847620149084,0.0
9285,2022-02-28,7:30p,Toronto Raptors,133,Brooklyn Nets,97,None,Barclays Center,1200.3631603500762,1182.525606821378
9286,2022-02-28,7:30p,Chicago Bulls,99,Miami Heat,112,None,FTX Arena,1917.211036119281,0.0
9287,2022-02-28,8:00p,San Antonio Spurs,105,Memphis Grizzlies,118,None,FedEx Forum,1405.68830416208,775.7604952054719
9288,2022-02-28,8:00p,Charlotte Hornets,106,Milwaukee Bucks,130,None,Fiserv Forum,1061.540274977864,0.0
9289,2022-02-28,8:00p,Sacramento Kings,131,Oklahoma City Thunder,110,None,Paycom Center,813.6492688197383,1107.8138293388251
9290,2022-03-01,7:00p,Detroit Pistons,113,Washington Wizards,116,None,Capital One Arena,530.52423180597,490.4262711934011
9291,2022-03-01,7:30p,Atlanta Hawks,98,Boston Celtics,107,None,TD Garden,1506.4940289879444,1296.198618585262
9292,2022-03-01,7:30p,Brooklyn Nets,108,Toronto Raptors,109,None,Scotiabank Arena,553.6881051397492,553.6881051397492
9293,2022-03-01,8:00p,Los Angeles Clippers,113,Houston Rockets,100,None,Toyota Center,0.0,0.0
9294,2022-03-01,8:00p,Golden State Warriors,114,Minnesota Timberwolves,129,None,Target Center,2528.5605576586713,1014.2755611622656
9295,2022-03-01,10:00p,Dallas Mavericks,109,Los Angeles Lakers,104,None,Crypto.com Arena,543.5789904134948,0.0
9296,2022-03-02,7:00p,Charlotte Hornets,119,Cleveland Cavaliers,98,None,Rocket Mortgage Fieldhouse,540.5014740287551,0.0
9297,2022-03-02,7:00p,Indiana Pacers,122,Orlando Magic,114,OT,Amway Center,0.0,0.0
9298,2022-03-02,7:30p,New York Knicks,108,Philadelphia 76ers,123,None,Wells Fargo Center,137.55645005419467,137.55645005419467
9299,2022-03-02,8:00p,Utah Jazz,132,Houston Rockets,127,OT,Toyota Center,1632.896491499512,0.0
9300,2022-03-02,8:00p,Miami Heat,119,Milwaukee Bucks,120,None,Fiserv Forum,2044.1397744677774,0.0
9301,2022-03-02,8:00p,Sacramento Kings,95,New Orleans Pelicans,125,None,Smoothie King Center,926.5927758337733,2687.867853893425
9302,2022-03-02,9:00p,Oklahoma City Thunder,119,Denver Nuggets,107,None,Ball Arena,813.6492688197383,1576.7250673403603
9303,2022-03-02,10:00p,Portland Trail Blazers,90,Phoenix Suns,120,None,Phoenix Suns Arena,1619.4401017765108,0.0
9304,2022-03-03,7:00p,Chicago Bulls,124,Atlanta Hawks,130,None,State Farm Arena,975.2296382266566,1506.4940289879444
9305,2022-03-03,7:30p,Memphis Grizzlies,107,Boston Celtics,120,None,TD Garden,1825.8050140470373,0.0
9306,2022-03-03,7:30p,Miami Heat,113,Brooklyn Nets,107,None,Barclays Center,1182.525606821378,553.6881051397492
9307,2022-03-03,7:30p,Detroit Pistons,108,Toronto Raptors,106,None,Scotiabank Arena,563.258114910255,0.0
9308,2022-03-03,8:30p,Golden State Warriors,113,Dallas Mavericks,122,None,American Airlines Center,1389.0628296321163,1992.6964723321487
9309,2022-03-03,8:30p,Sacramento Kings,115,San Antonio Spurs,112,None,AT&T Center,809.0843167551981,1012.777909564886
9310,2022-03-03,10:00p,Los Angeles Lakers,111,Los Angeles Clippers,132,None,Crypto.com Arena,0.0,2209.332544611583
9311,2022-03-04,7:00p,Indiana Pacers,106,Detroit Pistons,111,None,Little Caesars Arena,1542.0692641814376,332.19366550770116
9312,2022-03-04,7:00p,Cleveland Cavaliers,119,Philadelphia 76ers,125,None,Wells Fargo Center,577.0932128670922,0.0
9313,2022-03-04,7:00p,Atlanta Hawks,117,Washington Wizards,114,None,Capital One Arena,873.0998748486302,0.0
9314,2022-03-04,7:30p,Milwaukee Bucks,118,Chicago Bulls,112,None,United Center,130.94419067877172,947.9424176694803
9315,2022-03-04,7:30p,Orlando Magic,103,Toronto Raptors,97,None,Scotiabank Arena,1689.0884954880812,0.0
