,Date,Start (ET),Visitor,Visitor Points,Home,Home Points,OT,Arena,Year,Latitude,Longitude
8455,2021-10-30,9:00p,Denver Nuggets,93,Minnesota Timberwolves,91,None,Target Center,2022,44.98° N,93.276° W
8456,2021-10-30,10:00p,Cleveland Cavaliers,92,Phoenix Suns,101,None,Phoenix Suns Arena,2022,33.446° N,112.071° W
8457,2021-10-31,3:30p,Sacramento Kings,99,Dallas Mavericks,105,None,American Airlines Center,2022,32.791° N,96.81° W
8458,2021-10-31,7:00p,Portland Trail Blazers,113,Charlotte Hornets,125,None,Spectrum Center,2022,35.225° N,80.839° W
8459,2021-10-31,7:00p,Utah Jazz,107,Milwaukee Bucks,95,None,Fiserv Forum,2022,43.045° N,87.917° W
8460,2021-10-31,7:30p,Detroit Pistons,91,Brooklyn Nets,117,None,Barclays Center,2022,40.683° N,73.975° W
8461,2021-10-31,10:30p,Houston Rockets,85,Los Angeles Lakers,95,None,Crypto.com Arena,2022,34.043° N,118.267° W
8462,2021-11-01,7:00p,Cleveland Cavaliers,113,Charlotte Hornets,110,None,Spectrum Center,2022,35.225° N,80.839° W
8463,2021-11-01,7:00p,San Antonio Spurs,118,Indiana Pacers,131,None,Gainbridge Fieldhouse,2022,39.764° N,86.156° W
8464,2021-11-01,7:00p,Portland Trail Blazers,103,Philadelphia 76ers,113,None,Wells Fargo Center,2022,39.901° N,75.172° W
8465,2021-11-01,7:30p,Washington Wizards,111,Atlanta Hawks,118,None,State Farm Arena,2022,33.757° N,84.396° W
8466,2021-11-01,7:30p,Chicago Bulls,128,Boston Celtics,114,None,TD Garden,2022,42.366° N,71.062° W
8467,2021-11-01,7:30p,Toronto Raptors,113,New York Knicks,104,None,Madison Square Garden (IV),2022,40.751° N,73.993° W
8468,2021-11-01,8:00p,Denver Nuggets,97,Memphis Grizzlies,106,None,FedEx Forum,2022,35.156° N,90.052° W
8469,2021-11-01,8:00p,Orlando Magic,115,Minnesota Timberwolves,97,None,Target Center,2022,44.98° N,93.276° W
8470,2021-11-01,10:30p,Oklahoma City Thunder,94,Los Angeles Clippers,99,None,Crypto.com Arena,2022,34.043° N,118.267° W
8471,2021-11-02,7:00p,Milwaukee Bucks,117,Detroit Pistons,89,None,Little Caesars Arena,2022,42.341° N,83.055° W
8472,2021-11-02,7:30p,Miami Heat,125,Dallas Mavericks,110,None,American Airlines Center,2022,32.791° N,96.81° W
8473,2021-11-02,9:00p,Sacramento Kings,113,Utah Jazz,119,None,Vivint Smart Home Arena,2022,40.768° N,111.901° W
8474,2021-11-02,10:00p,New Orleans Pelicans,100,Phoenix Suns,112,None,Phoenix Suns Arena,2022,33.446° N,112.071° W
8475,2021-11-02,10:30p,Houston Rockets,117,Los Angeles Lakers,119,None,Crypto.com Arena,2022,34.043° N,118.267° W
8476,2021-11-03,7:00p,Portland Trail Blazers,104,Cleveland Cavaliers,107,None,Rocket Mortgage Fieldhouse,2022,41.497° N,81.688° W
8477,2021-11-03,7:00p,New York Knicks,98,Indiana Pacers,111,None,Gainbridge Fieldhouse,2022,39.764° N,86.156° W
8478,2021-11-03,7:00p,Boston Celtics,92,Orlando Magic,79,None,Amway Center,2022,28.539° N,81.384° W
8479,2021-11-03,7:00p,Chicago Bulls,98,Philadelphia 76ers,103,None,Wells Fargo Center,2022,39.901° N,75.172° W
8480,2021-11-03,7:00p,Toronto Raptors,109,Washington Wizards,100,None,Capital One Arena,2022,38.898° N,77.021° W
8481,2021-11-03,7:30p,Atlanta Hawks,108,Brooklyn Nets,117,None,Barclays Center,2022,40.683° N,73.975° W
8482,2021-11-03,8:00p,Denver Nuggets,106,Memphis Grizzlies,108,None,FedEx Forum,2022,35.156° N,90.052° W
8483,2021-11-03,8:00p,Los Angeles Clippers,126,Minnesota Timberwolves,115,None,Target Center,2022,44.98° N,93.276° W
8484,2021-11-03,8:30p,Dallas Mavericks,109,San Antonio Spurs,108,None,AT&T Center,2022,29.427° N,98.438° W
8485,2021-11-03,10:00p,Charlotte Hornets,92,Golden State Warriors,114,None,Chase Center,2022,37.75° N,122.203° W
8486,2021-11-03,10:00p,New Orleans Pelicans,99,Sacramento Kings,112,None,Golden 1 Center,2022,38.58° N,121.5° W
8487,2021-11-04,7:00p,Philadelphia 76ers,109,Detroit Pistons,98,None,Little Caesars Arena,2022,42.341° N,83.055° W
8488,2021-11-04,7:30p,Utah Jazz,116,Atlanta Hawks,98,None,State Farm Arena,2022,33.757° N,84.396° W
8489,2021-11-04,7:30p,Boston Celtics,95,Miami Heat,78,None,FTX Arena,2022,25.781° N,80.187° W
8490,2021-11-04,10:00p,Houston Rockets,111,Phoenix Suns,123,None,Phoenix Suns Arena,2022,33.446° N,112.071° W
8491,2021-11-04,10:30p,Oklahoma City Thunder,107,Los Angeles Lakers,104,None,Crypto.com Arena,2022,34.043° N,118.267° W
8492,2021-11-05,7:00p,Brooklyn Nets,96,Detroit Pistons,90,None,Little Caesars Arena,2022,42.341° N,83.055° W
8493,2021-11-05,7:00p,San Antonio Spurs,102,Orlando Magic,89,None,Amway Center,2022,28.539° N,81.384° W
8494,2021-11-05,7:00p,Memphis Grizzlies,87,Washington Wizards,115,None,Capital One Arena,2022,38.898° N,77.021° W
8495,2021-11-05,7:30p,New York Knicks,113,Milwaukee Bucks,98,None,Fiserv Forum,2022,43.045° N,87.917° W
8496,2021-11-05,7:30p,Cleveland Cavaliers,102,Toronto Raptors,101,None,Scotiabank Arena,2022,43.644° N,79.379° W
8497,2021-11-05,8:00p,Los Angeles Clippers,104,Minnesota Timberwolves,84,None,Target Center,2022,44.98° N,93.276° W
8498,2021-11-05,10:00p,New Orleans Pelicans,85,Golden State Warriors,126,None,Chase Center,2022,37.75° N,122.203° W
8499,2021-11-05,10:00p,Indiana Pacers,106,Portland Trail Blazers,110,None,Moda Center,2022,45.532° N,122.667° W
8500,2021-11-05,10:00p,Charlotte Hornets,110,Sacramento Kings,140,None,Golden 1 Center,2022,38.58° N,121.5° W
8501,2021-11-06,5:00p,Houston Rockets,94,Denver Nuggets,95,None,Ball Arena,2022,39.749° N,105.008° W
8502,2021-11-06,7:30p,Utah Jazz,115,Miami Heat,118,None,FTX Arena,2022,25.781° N,80.187° W
8503,2021-11-06,8:00p,Philadelphia 76ers,114,Chicago Bulls,105,None,United Center,2022,41.881° N,87.675° W
8504,2021-11-06,8:30p,Boston Celtics,104,Dallas Mavericks,107,None,American Airlines Center,2022,32.791° N,96.81° W
8505,2021-11-06,10:00p,Atlanta Hawks,117,Phoenix Suns,121,None,Phoenix Suns Arena,2022,33.446° N,112.071° W
8506,2021-11-06,10:30p,Los Angeles Lakers,90,Portland Trail Blazers,105,None,Moda Center,2022,45.532° N,122.667° W
8507,2021-11-07,3:30p,Brooklyn Nets,116,Toronto Raptors,103,None,Scotiabank Arena,2022,43.644° N,79.379° W
8508,2021-11-07,6:00p,Cleveland Cavaliers,126,New York Knicks,109,None,Madison Square Garden (IV),2022,40.751° N,73.993° W
8509,2021-11-07,6:00p,Utah Jazz,100,Orlando Magic,107,None,Amway Center,2022,28.539° N,81.384° W
8510,2021-11-07,6:00p,Indiana Pacers,94,Sacramento Kings,91,None,Golden 1 Center,2022,38.58° N,121.5° W
8511,2021-11-07,6:00p,Milwaukee Bucks,94,Washington Wizards,101,None,Capital One Arena,2022,38.898° N,77.021° W
8512,2021-11-07,7:00p,San Antonio Spurs,94,Oklahoma City Thunder,99,None,Paycom Center,2022,35.463° N,97.515° W
8513,2021-11-07,8:30p,Houston Rockets,107,Golden State Warriors,120,None,Chase Center,2022,37.75° N,122.203° W
8514,2021-11-07,9:00p,Charlotte Hornets,106,Los Angeles Clippers,120,None,Crypto.com Arena,2022,34.043° N,118.267° W
8515,2021-11-08,7:00p,New York Knicks,103,Philadelphia 76ers,96,None,Wells Fargo Center,2022,39.901° N,75.172° W
8516,2021-11-08,8:00p,Brooklyn Nets,95,Chicago Bulls,118,None,United Center,2022,41.881° N,87.675° W
8517,2021-11-08,8:00p,Minnesota Timberwolves,118,Memphis Grizzlies,125,OT,FedEx Forum,2022,35.156° N,90.052° W
8518,2021-11-08,8:30p,New Orleans Pelicans,92,Dallas Mavericks,108,None,American Airlines Center,2022,32.791° N,96.81° W
8519,2021-11-08,9:00p,Miami Heat,96,Denver Nuggets,113,None,Ball Arena,2022,39.749° N,105.008° W
8520,2021-11-08,10:00p,Atlanta Hawks,113,Golden State Warriors,127,None,Chase Center,2022,37.75° N,122.203° W
8521,2021-11-08,10:00p,Phoenix Suns,109,Sacramento Kings,104,None,Golden 1 Center,2022,38.58° N,121.5° W
8522,2021-11-08,10:30p,Charlotte Hornets,123,Los Angeles Lakers,126,OT,Crypto.com Arena,2022,34.043° N,118.267° W
8523,2021-11-09,7:30p,Milwaukee Bucks,118,Philadelphia 76ers,109,None,Wells Fargo Center,2022,39.901° N,75.172° W
8524,2021-11-09,9:00p,Atlanta Hawks,98,Utah Jazz,110,None,Vivint Smart Home Arena,2022,40.768° N,111.901° W
8525,2021-11-09,10:00p,Portland Trail Blazers,109,Los Angeles Clippers,117,None,Crypto.com Arena,2022,34.043° N,118.267° W
8526,2021-11-10,7:00p,Washington Wizards,97,Cleveland Cavaliers,94,None,Rocket Mortgage Fieldhouse,2022,41.497° N,81.688° W
8527,2021-11-10,7:00p,Brooklyn Nets,123,Orlando Magic,90,None,Amway Center,2022,28.539° N,81.384° W
8528,2021-11-10,7:30p,Toronto Raptors,88,Boston Celtics,104,None,TD Garden,2022,42.366° N,71.062° W
8529,2021-11-10,7:30p,Detroit Pistons,112,Houston Rockets,104,None,Toyota Center,2022,29.751° N,95.362° W
8530,2021-11-10,7:30p,Milwaukee Bucks,112,New York Knicks,100,None,Madison Square Garden (IV),2022,40.751° N,73.993° W
8531,2021-11-10,8:00p,Dallas Mavericks,107,Chicago Bulls,117,None,United Center,2022,41.881° N,87.675° W
8532,2021-11-10,8:00p,Charlotte Hornets,118,Memphis Grizzlies,108,None,FedEx Forum,2022,35.156° N,90.052° W
8533,2021-11-10,8:00p,Oklahoma City Thunder,108,New Orleans Pelicans,100,None,Smoothie King Center,2022,29.949° N,90.082° W
8534,2021-11-10,8:30p,Sacramento Kings,117,San Antonio Spurs,136,None,AT&T Center,2022,29.427° N,98.438° W
8535,2021-11-10,9:00p,Indiana Pacers,98,Denver Nuggets,101,None,Ball Arena,2022,39.749° N,105.008° W
8536,2021-11-10,9:00p,Portland Trail Blazers,109,Phoenix Suns,119,None,Phoenix Suns Arena,2022,33.446° N,112.071° W
8537,2021-11-10,10:00p,Minnesota Timberwolves,110,Golden State Warriors,123,None,Chase Center,2022,37.75° N,122.203° W
8538,2021-11-10,10:00p,Miami Heat,117,Los Angeles Lakers,120,OT,Crypto.com Arena,2022,34.043° N,118.267° W
8539,2021-11-11,7:00p,Toronto Raptors,115,Philadelphia 76ers,109,None,Wells Fargo Center,2022,39.901° N,75.172° W
8540,2021-11-11,9:00p,Indiana Pacers,111,Utah Jazz,100,None,Vivint Smart Home Arena,2022,40.768° N,111.901° W
8541,2021-11-11,10:30p,Miami Heat,109,Los Angeles Clippers,112,None,Crypto.com Arena,2022,34.043° N,118.267° W
8542,2021-11-12,7:00p,New York Knicks,96,Charlotte Hornets,104,None,Spectrum Center,2022,35.225° N,80.839° W
8543,2021-11-12,7:30p,Milwaukee Bucks,113,Boston Celtics,122,OT,TD Garden,2022,42.366° N,71.062° W
8544,2021-11-12,7:30p,Detroit Pistons,78,Cleveland Cavaliers,98,None,Rocket Mortgage Fieldhouse,2022,41.497° N,81.688° W
8545,2021-11-12,8:00p,Portland Trail Blazers,104,Houston Rockets,92,None,Toyota Center,2022,29.751° N,95.362° W
8546,2021-11-12,8:00p,Phoenix Suns,119,Memphis Grizzlies,94,None,FedEx Forum,2022,35.156° N,90.052° W
8547,2021-11-12,8:00p,Brooklyn Nets,120,New Orleans Pelicans,112,None,Smoothie King Center,2022,29.949° N,90.082° W
8548,2021-11-12,8:00p,Sacramento Kings,103,Oklahoma City Thunder,105,None,Paycom Center,2022,35.463° N,97.515° W
8549,2021-11-12,8:30p,Dallas Mavericks,123,San Antonio Spurs,109,None,AT&T Center,2022,29.427° N,98.438° W
8550,2021-11-12,9:00p,Atlanta Hawks,96,Denver Nuggets,105,None,Ball Arena,2022,39.749° N,105.008° W
8551,2021-11-12,10:00p,Chicago Bulls,93,Golden State Warriors,119,None,Chase Center,2022,37.75° N,122.203° W
8552,2021-11-12,10:30p,Minnesota Timberwolves,107,Los Angeles Lakers,83,None,Crypto.com Arena,2022,34.043° N,118.267° W
8553,2021-11-13,5:00p,Miami Heat,111,Utah Jazz,105,None,Vivint Smart Home Arena,2022,40.768° N,111.901° W
8554,2021-11-13,7:00p,Philadelphia 76ers,113,Indiana Pacers,118,None,Gainbridge Fieldhouse,2022,39.764° N,86.156° W
8555,2021-11-13,7:00p,Memphis Grizzlies,101,New Orleans Pelicans,112,None,Smoothie King Center,2022,29.949° N,90.082° W
8556,2021-11-13,7:00p,Washington Wizards,104,Orlando Magic,92,None,Amway Center,2022,28.539° N,81.384° W
8557,2021-11-13,7:30p,Detroit Pistons,127,Toronto Raptors,121,None,Scotiabank Arena,2022,43.644° N,79.379° W
8558,2021-11-13,8:00p,Boston Celtics,89,Cleveland Cavaliers,91,None,Rocket Mortgage Fieldhouse,2022,41.497° N,81.688° W
8559,2021-11-13,10:30p,Minnesota Timberwolves,102,Los Angeles Clippers,129,None,Crypto.com Arena,2022,34.043° N,118.267° W
8560,2021-11-14,3:30p,San Antonio Spurs,106,Los Angeles Lakers,114,None,Crypto.com Arena,2022,34.043° N,118.267° W
8561,2021-11-14,6:00p,Milwaukee Bucks,100,Atlanta Hawks,120,None,State Farm Arena,2022,33.757° N,84.396° W
8562,2021-11-14,7:00p,Golden State Warriors,102,Charlotte Hornets,106,None,Spectrum Center,2022,35.225° N,80.839° W
8563,2021-11-14,7:00p,Phoenix Suns,115,Houston Rockets,89,None,Toyota Center,2022,29.751° N,95.362° W
8564,2021-11-14,7:00p,Brooklyn Nets,120,Oklahoma City Thunder,96,None,Paycom Center,2022,35.463° N,97.515° W
8565,2021-11-14,8:00p,Portland Trail Blazers,95,Denver Nuggets,124,None,Ball Arena,2022,39.749° N,105.008° W
8566,2021-11-14,9:30p,Chicago Bulls,100,Los Angeles Clippers,90,None,Crypto.com Arena,2022,34.043° N,118.267° W
8567,2021-11-15,7:00p,Boston Celtics,98,Cleveland Cavaliers,92,None,Rocket Mortgage Fieldhouse,2022,41.497° N,81.688° W
8568,2021-11-15,7:00p,Sacramento Kings,129,Detroit Pistons,107,None,Little Caesars Arena,2022,42.341° N,83.055° W
8569,2021-11-15,7:00p,New Orleans Pelicans,100,Washington Wizards,105,None,Capital One Arena,2022,38.898° N,77.021° W
8570,2021-11-15,7:30p,Orlando Magic,111,Atlanta Hawks,129,None,State Farm Arena,2022,33.757° N,84.396° W
8571,2021-11-15,7:30p,Indiana Pacers,84,New York Knicks,92,None,Madison Square Garden (IV),2022,40.751° N,73.993° W
8572,2021-11-15,8:00p,Denver Nuggets,101,Dallas Mavericks,111,None,American Airlines Center,2022,32.791° N,96.81° W
8573,2021-11-15,8:00p,Houston Rockets,102,Memphis Grizzlies,136,None,FedEx Forum,2022,35.156° N,90.052° W
8574,2021-11-15,8:00p,Phoenix Suns,99,Minnesota Timberwolves,96,None,Target Center,2022,44.98° N,93.276° W
8575,2021-11-15,8:00p,Miami Heat,103,Oklahoma City Thunder,90,None,Paycom Center,2022,35.463° N,97.515° W
8576,2021-11-15,10:00p,Toronto Raptors,113,Portland Trail Blazers,118,None,Moda Center,2022,45.532° N,122.667° W
8577,2021-11-15,10:30p,Chicago Bulls,121,Los Angeles Lakers,103,None,Crypto.com Arena,2022,34.043° N,118.267° W
8578,2021-11-16,7:30p,Golden State Warriors,117,Brooklyn Nets,99,None,Barclays Center,2022,40.683° N,73.975° W
8579,2021-11-16,10:00p,Philadelphia 76ers,85,Utah Jazz,120,None,Vivint Smart Home Arena,2022,40.768° N,111.901° W
8580,2021-11-16,10:30p,San Antonio Spurs,92,Los Angeles Clippers,106,None,Crypto.com Arena,2022,34.043° N,118.267° W
8581,2021-11-17,7:00p,Washington Wizards,87,Charlotte Hornets,97,None,Spectrum Center,2022,35.225° N,80.839° W
8582,2021-11-17,7:00p,Indiana Pacers,89,Detroit Pistons,97,None,Little Caesars Arena,2022,42.341° N,83.055° W
8583,2021-11-17,7:30p,Boston Celtics,99,Atlanta Hawks,110,None,State Farm Arena,2022,33.757° N,84.396° W
8584,2021-11-17,7:30p,Cleveland Cavaliers,99,Brooklyn Nets,109,None,Barclays Center,2022,40.683° N,73.975° W
8585,2021-11-17,7:30p,New Orleans Pelicans,98,Miami Heat,113,None,FTX Arena,2022,25.781° N,80.187° W
8586,2021-11-17,7:30p,Los Angeles Lakers,102,Milwaukee Bucks,109,None,Fiserv Forum,2022,43.045° N,87.917° W
8587,2021-11-17,7:30p,Orlando Magic,104,New York Knicks,98,None,Madison Square Garden (IV),2022,40.751° N,73.993° W
8588,2021-11-17,8:00p,Sacramento Kings,97,Minnesota Timberwolves,107,None,Target Center,2022,44.98° N,93.276° W
8589,2021-11-17,8:00p,Houston Rockets,89,Oklahoma City Thunder,101,None,Paycom Center,2022,35.463° N,97.515° W
8590,2021-11-17,10:00p,Dallas Mavericks,98,Phoenix Suns,105,None,Phoenix Suns Arena,2022,33.446° N,112.071° W
8591,2021-11-17,10:00p,Chicago Bulls,107,Portland Trail Blazers,112,None,Moda Center,2022,45.532° N,122.667° W
8592,2021-11-18,7:30p,Golden State Warriors,104,Cleveland Cavaliers,89,None,Rocket Mortgage Fieldhouse,2022,41.497° N,81.688° W
8593,2021-11-18,7:30p,Washington Wizards,97,Miami Heat,112,None,FTX Arena,2022,25.781° N,80.187° W
8594,2021-11-18,8:00p,Los Angeles Clippers,108,Memphis Grizzlies,120,None,FedEx Forum,2022,35.156° N,90.052° W
8595,2021-11-18,8:00p,San Antonio Spurs,90,Minnesota Timberwolves,115,None,Target Center,2022,44.98° N,93.276° W
8596,2021-11-18,9:00p,Philadelphia 76ers,103,Denver Nuggets,89,None,Ball Arena,2022,39.749° N,105.008° W
8597,2021-11-18,9:00p,Toronto Raptors,103,Utah Jazz,119,None,Vivint Smart Home Arena,2022,40.768° N,111.901° W
8598,2021-11-19,7:00p,Indiana Pacers,118,Charlotte Hornets,121,None,Spectrum Center,2022,35.225° N,80.839° W
8599,2021-11-19,7:00p,Golden State Warriors,105,Detroit Pistons,102,None,Little Caesars Arena,2022,42.341° N,83.055° W
8600,2021-11-19,7:30p,Los Angeles Lakers,108,Boston Celtics,130,None,TD Garden,2022,42.366° N,71.062° W
8601,2021-11-19,7:30p,Orlando Magic,113,Brooklyn Nets,115,None,Barclays Center,2022,40.683° N,73.975° W
8602,2021-11-19,8:00p,Oklahoma City Thunder,89,Milwaukee Bucks,96,None,Fiserv Forum,2022,43.045° N,87.917° W
8603,2021-11-19,8:00p,Los Angeles Clippers,81,New Orleans Pelicans,94,None,Smoothie King Center,2022,29.949° N,90.082° W
8604,2021-11-19,9:00p,Chicago Bulls,114,Denver Nuggets,108,None,Ball Arena,2022,39.749° N,105.008° W
8605,2021-11-19,10:00p,Dallas Mavericks,104,Phoenix Suns,112,None,Phoenix Suns Arena,2022,33.446° N,112.071° W
8606,2021-11-19,10:00p,Toronto Raptors,108,Sacramento Kings,89,None,Golden 1 Center,2022,38.58° N,121.5° W
8607,2021-11-20,5:00p,Houston Rockets,99,New York Knicks,106,None,Madison Square Garden (IV),2022,40.751° N,73.993° W
8608,2021-11-20,7:00p,New Orleans Pelicans,94,Indiana Pacers,111,None,Gainbridge Fieldhouse,2022,39.764° N,86.156° W
8609,2021-11-20,7:00p,Miami Heat,100,Washington Wizards,103,None,Capital One Arena,2022,38.898° N,77.021° W
8610,2021-11-20,7:30p,Charlotte Hornets,105,Atlanta Hawks,115,None,State Farm Arena,2022,33.757° N,84.396° W
8611,2021-11-20,7:30p,Oklahoma City Thunder,105,Boston Celtics,111,None,TD Garden,2022,42.366° N,71.062° W
8612,2021-11-20,8:00p,Orlando Magic,108,Milwaukee Bucks,117,None,Fiserv Forum,2022,43.045° N,87.917° W
8613,2021-11-20,8:00p,Memphis Grizzlies,95,Minnesota Timberwolves,138,None,Target Center,2022,44.98° N,93.276° W
8614,2021-11-20,10:00p,Philadelphia 76ers,111,Portland Trail Blazers,118,None,Moda Center,2022,45.532° N,122.667° W
8615,2021-11-20,10:00p,Utah Jazz,123,Sacramento Kings,105,None,Golden 1 Center,2022,38.58° N,121.5° W
8616,2021-11-21,3:30p,Dallas Mavericks,91,Los Angeles Clippers,97,None,Crypto.com Arena,2022,34.043° N,118.267° W
8617,2021-11-21,6:00p,Los Angeles Lakers,121,Detroit Pistons,116,None,Little Caesars Arena,2022,42.341° N,83.055° W
8618,2021-11-21,8:00p,New York Knicks,103,Chicago Bulls,109,None,United Center,2022,41.881° N,87.675° W
8619,2021-11-21,8:00p,Denver Nuggets,97,Phoenix Suns,126,None,Phoenix Suns Arena,2022,33.446° N,112.071° W
8620,2021-11-21,8:30p,Toronto Raptors,104,Golden State Warriors,119,None,Chase Center,2022,37.75° N,122.203° W
8621,2021-11-22,7:00p,Brooklyn Nets,117,Cleveland Cavaliers,112,None,Rocket Mortgage Fieldhouse,2022,41.497° N,81.688° W
8622,2021-11-22,7:00p,Charlotte Hornets,109,Washington Wizards,103,None,Capital One Arena,2022,38.898° N,77.021° W
8623,2021-11-22,7:30p,Oklahoma City Thunder,101,Atlanta Hawks,113,None,State Farm Arena,2022,33.757° N,84.396° W
8624,2021-11-22,7:30p,Houston Rockets,90,Boston Celtics,108,None,TD Garden,2022,42.366° N,71.062° W
8625,2021-11-22,8:00p,Indiana Pacers,109,Chicago Bulls,77,None,United Center,2022,41.881° N,87.675° W
8626,2021-11-22,8:00p,Orlando Magic,92,Milwaukee Bucks,123,None,Fiserv Forum,2022,43.045° N,87.917° W
8627,2021-11-22,8:00p,Minnesota Timberwolves,110,New Orleans Pelicans,96,None,Smoothie King Center,2022,29.949° N,90.082° W
8628,2021-11-22,8:30p,Phoenix Suns,115,San Antonio Spurs,111,None,AT&T Center,2022,29.427° N,98.438° W
8629,2021-11-22,9:00p,Memphis Grizzlies,119,Utah Jazz,118,None,Vivint Smart Home Arena,2022,40.768° N,111.901° W
8630,2021-11-22,10:00p,Philadelphia 76ers,102,Sacramento Kings,94,None,Golden 1 Center,2022,38.58° N,121.5° W
8631,2021-11-23,7:00p,Miami Heat,100,Detroit Pistons,92,None,Little Caesars Arena,2022,42.341° N,83.055° W
8632,2021-11-23,7:30p,Los Angeles Lakers,100,New York Knicks,106,None,Madison Square Garden (IV),2022,40.751° N,73.993° W
8633,2021-11-23,10:00p,Denver Nuggets,100,Portland Trail Blazers,119,None,Moda Center,2022,45.532° N,122.667° W
8634,2021-11-23,10:30p,Dallas Mavericks,112,Los Angeles Clippers,104,OT,Crypto.com Arena,2022,34.043° N,118.267° W
8635,2021-11-24,7:00p,Phoenix Suns,120,Cleveland Cavaliers,115,None,Rocket Mortgage Fieldhouse,2022,41.497° N,81.688° W
8636,2021-11-24,7:00p,Los Angeles Lakers,124,Indiana Pacers,116,OT,Gainbridge Fieldhouse,2022,39.764° N,86.156° W
