,Date,Start (ET),Visitor,Visitor Points,Home,Home Points,OT,Arena,Year,Latitude,Longitude
219,2012-01-20,7:30p,Chicago Bulls,114,Cleveland Cavaliers,75,None,Quicken Loans Arena,2012,41.497° N,81.688° W
220,2012-01-20,7:30p,Memphis Grizzlies,98,Detroit Pistons,81,None,The Palace of Auburn Hills,2012,42.341° N,83.055° W
221,2012-01-20,7:30p,Milwaukee Bucks,100,New York Knicks,86,None,Madison Square Garden (IV),2012,40.751° N,73.993° W
222,2012-01-20,8:00p,Los Angeles Lakers,80,Orlando Magic,92,None,Amway Center,2012,28.539° N,81.384° W
223,2012-01-20,8:30p,Sacramento Kings,88,San Antonio Spurs,86,None,AT&T Center,2012,29.427° N,98.438° W
224,2012-01-20,10:30p,Indiana Pacers,94,Golden State Warriors,91,None,Oracle Arena,2012,37.75° N,122.203° W
225,2012-01-20,10:30p,Minnesota Timberwolves,101,Los Angeles Clippers,98,None,STAPLES Center,2012,34.043° N,118.267° W
226,2012-01-21,7:00p,Cleveland Cavaliers,94,Atlanta Hawks,121,None,Philips Arena,2012,33.757° N,84.396° W
227,2012-01-21,7:30p,Portland Trail Blazers,91,Detroit Pistons,94,None,The Palace of Auburn Hills,2012,42.341° N,83.055° W
228,2012-01-21,7:30p,Philadelphia 76ers,92,Miami Heat,113,None,AmericanAirlines Arena,2012,25.781° N,80.187° W
229,2012-01-21,7:30p,Denver Nuggets,119,New York Knicks,114,2OT,Madison Square Garden (IV),2012,40.751° N,73.993° W
230,2012-01-21,8:00p,Charlotte Bobcats,89,Chicago Bulls,95,None,United Center,2012,41.881° N,87.675° W
231,2012-01-21,8:00p,San Antonio Spurs,102,Houston Rockets,105,None,Toyota Center,2012,29.751° N,95.362° W
232,2012-01-21,8:00p,Sacramento Kings,95,Memphis Grizzlies,128,None,FedEx Forum,2012,35.156° N,90.052° W
233,2012-01-21,8:00p,Oklahoma City Thunder,84,New Jersey Nets,74,None,Prudential Center,2012,34.043° N,118.267° W
234,2012-01-21,8:00p,Dallas Mavericks,83,New Orleans Hornets,81,None,New Orleans Arena,2012,34.043° N,118.267° W
235,2012-01-21,9:00p,Minnesota Timberwolves,98,Utah Jazz,108,None,EnergySolutions Arena,2012,40.768° N,111.901° W
236,2012-01-22,1:00p,Boston Celtics,100,Washington Wizards,94,None,Verizon Center,2012,38.898° N,77.021° W
237,2012-01-22,3:30p,Toronto Raptors,91,Los Angeles Clippers,103,None,STAPLES Center,2012,34.043° N,118.267° W
238,2012-01-22,6:00p,Milwaukee Bucks,91,Miami Heat,82,None,AmericanAirlines Arena,2012,25.781° N,80.187° W
239,2012-01-22,6:00p,Charlotte Bobcats,87,New Jersey Nets,97,None,Prudential Center,2012,34.043° N,118.267° W
240,2012-01-22,9:30p,Indiana Pacers,98,Los Angeles Lakers,96,None,STAPLES Center,2012,34.043° N,118.267° W
241,2012-01-23,7:00p,Washington Wizards,83,Philadelphia 76ers,103,None,Wells Fargo Center,2012,39.901° N,75.172° W
242,2012-01-23,7:30p,Orlando Magic,56,Boston Celtics,87,None,TD Garden,2012,42.366° N,71.062° W
243,2012-01-23,8:00p,New Jersey Nets,95,Chicago Bulls,110,None,United Center,2012,41.881° N,87.675° W
244,2012-01-23,8:00p,Atlanta Hawks,97,Milwaukee Bucks,92,None,Bradley Center,2012,43.045° N,87.917° W
245,2012-01-23,8:00p,Houston Rockets,107,Minnesota Timberwolves,92,None,Target Center,2012,44.98° N,93.276° W
246,2012-01-23,8:00p,San Antonio Spurs,104,New Orleans Hornets,102,None,New Orleans Arena,2012,34.043° N,118.267° W
247,2012-01-23,8:00p,Detroit Pistons,79,Oklahoma City Thunder,99,None,Chesapeake Energy Arena,2012,35.463° N,97.515° W
248,2012-01-23,8:30p,Phoenix Suns,87,Dallas Mavericks,93,None,American Airlines Center,2012,32.791° N,96.81° W
249,2012-01-23,10:00p,Sacramento Kings,89,Portland Trail Blazers,101,None,Rose Garden Arena,2012,45.532° N,122.667° W
250,2012-01-23,10:30p,Memphis Grizzlies,91,Golden State Warriors,90,None,Oracle Arena,2012,37.75° N,122.203° W
251,2012-01-24,7:00p,New York Knicks,111,Charlotte Bobcats,78,None,Time Warner Cable Arena,2012,34.043° N,118.267° W
252,2012-01-24,7:00p,Orlando Magic,102,Indiana Pacers,83,None,Bankers Life Fieldhouse,2012,39.764° N,86.156° W
253,2012-01-24,7:30p,Cleveland Cavaliers,85,Miami Heat,92,None,AmericanAirlines Arena,2012,25.781° N,80.187° W
254,2012-01-24,9:00p,Toronto Raptors,99,Phoenix Suns,96,None,US Airways Center,2012,33.446° N,112.071° W
255,2012-01-24,10:00p,Memphis Grizzlies,84,Portland Trail Blazers,97,None,Rose Garden Arena,2012,45.532° N,122.667° W
256,2012-01-25,7:00p,New York Knicks,81,Cleveland Cavaliers,91,None,Quicken Loans Arena,2012,41.497° N,81.688° W
257,2012-01-25,7:00p,New Jersey Nets,97,Philadelphia 76ers,90,OT,Wells Fargo Center,2012,39.901° N,75.172° W
258,2012-01-25,7:00p,Charlotte Bobcats,75,Washington Wizards,92,None,Verizon Center,2012,38.898° N,77.021° W
259,2012-01-25,7:30p,Miami Heat,101,Detroit Pistons,98,None,The Palace of Auburn Hills,2012,42.341° N,83.055° W
260,2012-01-25,8:00p,Indiana Pacers,95,Chicago Bulls,90,None,United Center,2012,41.881° N,87.675° W
261,2012-01-25,8:00p,Milwaukee Bucks,105,Houston Rockets,99,None,Toyota Center,2012,29.751° N,95.362° W
262,2012-01-25,8:00p,New Orleans Hornets,91,Oklahoma City Thunder,101,None,Chesapeake Energy Arena,2012,35.463° N,97.515° W
263,2012-01-25,8:30p,Minnesota Timberwolves,105,Dallas Mavericks,90,None,American Airlines Center,2012,32.791° N,96.81° W
264,2012-01-25,8:30p,Atlanta Hawks,83,San Antonio Spurs,105,None,AT&T Center,2012,29.427° N,98.438° W
265,2012-01-25,9:00p,Toronto Raptors,111,Utah Jazz,106,2OT,EnergySolutions Arena,2012,40.768° N,111.901° W
266,2012-01-25,10:00p,Denver Nuggets,122,Sacramento Kings,93,None,Power Balance Pavilion,2012,38.58° N,121.5° W
267,2012-01-25,10:30p,Portland Trail Blazers,93,Golden State Warriors,101,None,Oracle Arena,2012,37.75° N,122.203° W
268,2012-01-25,10:30p,Los Angeles Clippers,91,Los Angeles Lakers,96,None,STAPLES Center,2012,34.043° N,118.267° W
269,2012-01-26,8:00p,Boston Celtics,91,Orlando Magic,83,None,Amway Center,2012,28.539° N,81.384° W
270,2012-01-26,10:30p,Memphis Grizzlies,91,Los Angeles Clippers,98,None,STAPLES Center,2012,34.043° N,118.267° W
271,2012-01-27,7:00p,Charlotte Bobcats,72,Philadelphia 76ers,89,None,Wells Fargo Center,2012,39.901° N,75.172° W
272,2012-01-27,7:30p,Indiana Pacers,87,Boston Celtics,94,None,TD Garden,2012,42.366° N,71.062° W
273,2012-01-27,7:30p,New Jersey Nets,99,Cleveland Cavaliers,96,None,Quicken Loans Arena,2012,41.497° N,81.688° W
274,2012-01-27,7:30p,Atlanta Hawks,107,Detroit Pistons,101,OT,The Palace of Auburn Hills,2012,42.341° N,83.055° W
275,2012-01-27,8:00p,Milwaukee Bucks,100,Chicago Bulls,107,None,United Center,2012,41.881° N,87.675° W
276,2012-01-27,8:00p,Washington Wizards,76,Houston Rockets,103,None,Toyota Center,2012,29.751° N,95.362° W
277,2012-01-27,8:00p,New York Knicks,89,Miami Heat,99,None,AmericanAirlines Arena,2012,25.781° N,80.187° W
278,2012-01-27,8:00p,San Antonio Spurs,79,Minnesota Timberwolves,87,None,Target Center,2012,44.98° N,93.276° W
279,2012-01-27,8:00p,Orlando Magic,67,New Orleans Hornets,93,None,New Orleans Arena,2012,34.043° N,118.267° W
280,2012-01-27,8:30p,Utah Jazz,101,Dallas Mavericks,116,None,American Airlines Center,2012,32.791° N,96.81° W
281,2012-01-27,9:00p,Toronto Raptors,81,Denver Nuggets,96,None,Pepsi Center,2012,39.749° N,105.008° W
282,2012-01-27,10:00p,Phoenix Suns,71,Portland Trail Blazers,109,None,Rose Garden Arena,2012,45.532° N,122.667° W
283,2012-01-27,10:30p,Oklahoma City Thunder,120,Golden State Warriors,109,None,Oracle Arena,2012,37.75° N,122.203° W
284,2012-01-28,7:00p,Washington Wizards,102,Charlotte Bobcats,99,None,Time Warner Cable Arena,2012,34.043° N,118.267° W
285,2012-01-28,7:00p,Detroit Pistons,74,Philadelphia 76ers,95,None,Wells Fargo Center,2012,39.901° N,75.172° W
286,2012-01-28,8:00p,New York Knicks,84,Houston Rockets,97,None,Toyota Center,2012,29.751° N,95.362° W
287,2012-01-28,8:30p,Los Angeles Lakers,89,Milwaukee Bucks,100,None,Bradley Center,2012,43.045° N,87.917° W
288,2012-01-28,9:00p,Memphis Grizzlies,84,Phoenix Suns,86,None,US Airways Center,2012,33.446° N,112.071° W
289,2012-01-28,9:00p,Sacramento Kings,93,Utah Jazz,96,None,EnergySolutions Arena,2012,40.768° N,111.901° W
290,2012-01-29,3:30p,Chicago Bulls,93,Miami Heat,97,None,AmericanAirlines Arena,2012,25.781° N,80.187° W
291,2012-01-29,6:00p,Cleveland Cavaliers,88,Boston Celtics,87,None,TD Garden,2012,42.366° N,71.062° W
292,2012-01-29,6:00p,Toronto Raptors,94,New Jersey Nets,73,None,Prudential Center,2012,34.043° N,118.267° W
293,2012-01-29,6:00p,Indiana Pacers,106,Orlando Magic,85,None,Amway Center,2012,28.539° N,81.384° W
294,2012-01-29,6:30p,San Antonio Spurs,100,Dallas Mavericks,101,OT,American Airlines Center,2012,32.791° N,96.81° W
295,2012-01-29,7:00p,Los Angeles Lakers,106,Minnesota Timberwolves,101,None,Target Center,2012,44.98° N,93.276° W
296,2012-01-29,7:00p,Atlanta Hawks,94,New Orleans Hornets,72,None,New Orleans Arena,2012,34.043° N,118.267° W
297,2012-01-29,8:00p,Los Angeles Clippers,109,Denver Nuggets,105,None,Pepsi Center,2012,39.749° N,105.008° W
298,2012-01-30,7:00p,Orlando Magic,69,Philadelphia 76ers,74,None,Wells Fargo Center,2012,39.901° N,75.172° W
299,2012-01-30,7:00p,Chicago Bulls,98,Washington Wizards,88,None,Verizon Center,2012,38.898° N,77.021° W
300,2012-01-30,7:30p,New Orleans Hornets,95,Miami Heat,109,None,AmericanAirlines Arena,2012,25.781° N,80.187° W
301,2012-01-30,8:00p,Minnesota Timberwolves,120,Houston Rockets,108,None,Toyota Center,2012,29.751° N,95.362° W
302,2012-01-30,8:00p,San Antonio Spurs,83,Memphis Grizzlies,73,None,FedEx Forum,2012,35.156° N,90.052° W
303,2012-01-30,8:00p,Detroit Pistons,82,Milwaukee Bucks,103,None,Bradley Center,2012,43.045° N,87.917° W
304,2012-01-30,9:00p,Dallas Mavericks,122,Phoenix Suns,99,None,US Airways Center,2012,33.446° N,112.071° W
305,2012-01-30,9:00p,Portland Trail Blazers,89,Utah Jazz,93,None,EnergySolutions Arena,2012,40.768° N,111.901° W
306,2012-01-30,10:30p,Oklahoma City Thunder,100,Los Angeles Clippers,112,None,STAPLES Center,2012,34.043° N,118.267° W
307,2012-01-31,7:00p,Boston Celtics,93,Cleveland Cavaliers,90,None,Quicken Loans Arena,2012,41.497° N,81.688° W
308,2012-01-31,7:00p,New Jersey Nets,99,Indiana Pacers,106,None,Bankers Life Fieldhouse,2012,39.764° N,86.156° W
309,2012-01-31,7:00p,Atlanta Hawks,100,Toronto Raptors,77,None,Air Canada Centre,2012,43.644° N,79.379° W
310,2012-01-31,7:30p,Detroit Pistons,86,New York Knicks,113,None,Madison Square Garden (IV),2012,40.751° N,73.993° W
311,2012-01-31,8:00p,Denver Nuggets,97,Memphis Grizzlies,100,OT,FedEx Forum,2012,35.156° N,90.052° W
312,2012-01-31,10:30p,Sacramento Kings,90,Golden State Warriors,93,None,Oracle Arena,2012,37.75° N,122.203° W
313,2012-01-31,10:30p,Charlotte Bobcats,73,Los Angeles Lakers,106,None,STAPLES Center,2012,34.043° N,118.267° W
314,2012-02-01,7:00p,Washington Wizards,103,Orlando Magic,109,None,Amway Center,2012,28.539° N,81.384° W
315,2012-02-01,7:00p,Chicago Bulls,82,Philadelphia 76ers,98,None,Wells Fargo Center,2012,39.901° N,75.172° W
316,2012-02-01,7:30p,Toronto Raptors,64,Boston Celtics,100,None,TD Garden,2012,42.366° N,71.062° W
317,2012-02-01,7:30p,Detroit Pistons,96,New Jersey Nets,99,None,Prudential Center,2012,34.043° N,118.267° W
318,2012-02-01,8:00p,Oklahoma City Thunder,95,Dallas Mavericks,86,None,American Airlines Center,2012,32.791° N,96.81° W
319,2012-02-01,8:00p,Miami Heat,97,Milwaukee Bucks,105,None,Bradley Center,2012,43.045° N,87.917° W
320,2012-02-01,8:00p,Indiana Pacers,109,Minnesota Timberwolves,99,None,Target Center,2012,44.98° N,93.276° W
321,2012-02-01,8:00p,Phoenix Suns,120,New Orleans Hornets,103,None,New Orleans Arena,2012,34.043° N,118.267° W
322,2012-02-01,8:30p,Houston Rockets,91,San Antonio Spurs,99,None,AT&T Center,2012,29.427° N,98.438° W
323,2012-02-01,10:00p,Charlotte Bobcats,68,Portland Trail Blazers,112,None,Rose Garden Arena,2012,45.532° N,122.667° W
324,2012-02-01,10:30p,Los Angeles Clippers,107,Utah Jazz,105,None,EnergySolutions Arena,2012,40.768° N,111.901° W
325,2012-02-02,7:30p,Memphis Grizzlies,96,Atlanta Hawks,77,None,Philips Arena,2012,33.757° N,84.396° W
326,2012-02-02,8:00p,Chicago Bulls,105,New York Knicks,102,None,Madison Square Garden (IV),2012,40.751° N,73.993° W
327,2012-02-02,8:30p,New Orleans Hornets,81,San Antonio Spurs,93,None,AT&T Center,2012,29.427° N,98.438° W
328,2012-02-02,10:00p,Portland Trail Blazers,92,Sacramento Kings,95,None,Power Balance Pavilion,2012,38.58° N,121.5° W
329,2012-02-02,10:30p,Utah Jazz,101,Golden State Warriors,119,None,Oracle Arena,2012,37.75° N,122.203° W
330,2012-02-02,10:30p,Denver Nuggets,112,Los Angeles Clippers,91,None,STAPLES Center,2012,34.043° N,118.267° W
331,2012-02-03,7:00p,Cleveland Cavaliers,94,Orlando Magic,102,None,Amway Center,2012,28.539° N,81.384° W
332,2012-02-03,7:00p,Miami Heat,99,Philadelphia 76ers,79,None,Wells Fargo Center,2012,39.901° N,75.172° W
333,2012-02-03,7:00p,Washington Wizards,89,Toronto Raptors,106,None,Air Canada Centre,2012,43.644° N,79.379° W
334,2012-02-03,7:30p,Milwaukee Bucks,80,Detroit Pistons,88,None,The Palace of Auburn Hills,2012,42.341° N,83.055° W
335,2012-02-03,7:30p,Minnesota Timberwolves,108,New Jersey Nets,105,None,Prudential Center,2012,34.043° N,118.267° W
336,2012-02-03,8:00p,New York Knicks,89,Boston Celtics,91,None,TD Garden,2012,42.366° N,71.062° W
337,2012-02-03,8:00p,Phoenix Suns,81,Houston Rockets,99,None,Toyota Center,2012,29.751° N,95.362° W
338,2012-02-03,8:00p,Memphis Grizzlies,94,Oklahoma City Thunder,101,None,Chesapeake Energy Arena,2012,35.463° N,97.515° W
339,2012-02-03,8:30p,Indiana Pacers,98,Dallas Mavericks,87,None,American Airlines Center,2012,32.791° N,96.81° W
340,2012-02-03,10:30p,Los Angeles Lakers,93,Denver Nuggets,89,None,Pepsi Center,2012,39.749° N,105.008° W
341,2012-02-04,7:00p,Philadelphia 76ers,98,Atlanta Hawks,87,None,Philips Arena,2012,33.757° N,84.396° W
342,2012-02-04,7:00p,Orlando Magic,85,Indiana Pacers,81,None,Bankers Life Fieldhouse,2012,39.764° N,86.156° W
343,2012-02-04,7:00p,Los Angeles Clippers,107,Washington Wizards,81,None,Verizon Center,2012,38.898° N,77.021° W
344,2012-02-04,7:30p,Dallas Mavericks,88,Cleveland Cavaliers,91,None,Quicken Loans Arena,2012,41.497° N,81.688° W
345,2012-02-04,7:30p,New Orleans Hornets,87,Detroit Pistons,89,None,The Palace of Auburn Hills,2012,42.341° N,83.055° W
346,2012-02-04,7:30p,New Jersey Nets,92,New York Knicks,99,None,Madison Square Garden (IV),2012,40.751° N,73.993° W
347,2012-02-04,8:00p,Houston Rockets,91,Minnesota Timberwolves,100,None,Target Center,2012,44.98° N,93.276° W
348,2012-02-04,8:30p,Chicago Bulls,113,Milwaukee Bucks,90,None,Bradley Center,2012,43.045° N,87.917° W
349,2012-02-04,8:30p,Oklahoma City Thunder,96,San Antonio Spurs,107,None,AT&T Center,2012,29.427° N,98.438° W
350,2012-02-04,9:00p,Charlotte Bobcats,89,Phoenix Suns,95,None,US Airways Center,2012,33.446° N,112.071° W
351,2012-02-04,9:00p,Los Angeles Lakers,87,Utah Jazz,96,None,EnergySolutions Arena,2012,40.768° N,111.901° W
352,2012-02-04,10:00p,Denver Nuggets,97,Portland Trail Blazers,117,None,Rose Garden Arena,2012,45.532° N,122.667° W
353,2012-02-04,10:00p,Golden State Warriors,106,Sacramento Kings,114,OT,Power Balance Pavilion,2012,38.58° N,121.5° W
354,2012-02-05,12:00p,Memphis Grizzlies,80,Boston Celtics,98,None,TD Garden,2012,42.366° N,71.062° W
355,2012-02-05,1:00p,Toronto Raptors,89,Miami Heat,95,None,AmericanAirlines Arena,2012,25.781° N,80.187° W
356,2012-02-06,7:00p,Los Angeles Clippers,107,Orlando Magic,102,OT,Amway Center,2012,28.539° N,81.384° W
357,2012-02-06,7:00p,Los Angeles Lakers,90,Philadelphia 76ers,95,None,Wells Fargo Center,2012,39.901° N,75.172° W
358,2012-02-06,7:00p,Toronto Raptors,108,Washington Wizards,111,OT,Verizon Center,2012,38.898° N,77.021° W
359,2012-02-06,7:30p,Phoenix Suns,99,Atlanta Hawks,90,None,Philips Arena,2012,33.757° N,84.396° W
360,2012-02-06,7:30p,Chicago Bulls,108,New Jersey Nets,87,None,Prudential Center,2012,34.043° N,118.267° W
361,2012-02-06,7:30p,Utah Jazz,88,New York Knicks,99,None,Madison Square Garden (IV),2012,40.751° N,73.993° W
362,2012-02-06,8:00p,San Antonio Spurs,89,Memphis Grizzlies,84,None,FedEx Forum,2012,35.156° N,90.052° W
363,2012-02-06,8:00p,Sacramento Kings,100,New Orleans Hornets,92,None,New Orleans Arena,2012,34.043° N,118.267° W
364,2012-02-06,9:00p,Houston Rockets,99,Denver Nuggets,90,None,Pepsi Center,2012,39.749° N,105.008° W
365,2012-02-06,10:00p,Oklahoma City Thunder,111,Portland Trail Blazers,107,OT,Rose Garden Arena,2012,45.532° N,122.667° W
366,2012-02-07,7:00p,Utah Jazz,99,Indiana Pacers,104,None,Bankers Life Fieldhouse,2012,39.764° N,86.156° W
367,2012-02-07,7:30p,Charlotte Bobcats,84,Boston Celtics,94,None,TD Garden,2012,42.366° N,71.062° W
368,2012-02-07,7:30p,Cleveland Cavaliers,91,Miami Heat,107,None,AmericanAirlines Arena,2012,25.781° N,80.187° W
369,2012-02-07,8:00p,Phoenix Suns,107,Milwaukee Bucks,105,None,Bradley Center,2012,43.045° N,87.917° W
370,2012-02-07,8:00p,Sacramento Kings,84,Minnesota Timberwolves,86,None,Target Center,2012,44.98° N,93.276° W
371,2012-02-07,10:30p,Oklahoma City Thunder,119,Golden State Warriors,116,None,Oracle Arena,2012,37.75° N,122.203° W
372,2012-02-08,7:00p,Los Angeles Clippers,92,Cleveland Cavaliers,99,None,Quicken Loans Arena,2012,41.497° N,81.688° W
373,2012-02-08,7:00p,Miami Heat,89,Orlando Magic,102,None,Amway Center,2012,28.539° N,81.384° W
374,2012-02-08,7:00p,San Antonio Spurs,100,Philadelphia 76ers,90,None,Wells Fargo Center,2012,39.901° N,75.172° W
375,2012-02-08,7:00p,Milwaukee Bucks,105,Toronto Raptors,99,None,Air Canada Centre,2012,43.644° N,79.379° W
376,2012-02-08,7:00p,New York Knicks,107,Washington Wizards,93,None,Verizon Center,2012,38.898° N,77.021° W
377,2012-02-08,7:30p,Indiana Pacers,87,Atlanta Hawks,97,None,Philips Arena,2012,33.757° N,84.396° W
378,2012-02-08,7:30p,Detroit Pistons,99,New Jersey Nets,92,None,Prudential Center,2012,34.043° N,118.267° W
379,2012-02-08,8:00p,Minnesota Timberwolves,80,Memphis Grizzlies,85,None,FedEx Forum,2012,35.156° N,90.052° W
380,2012-02-08,8:00p,Chicago Bulls,90,New Orleans Hornets,67,None,New Orleans Arena,2012,34.043° N,118.267° W
381,2012-02-08,9:00p,Dallas Mavericks,105,Denver Nuggets,95,None,Pepsi Center,2012,39.749° N,105.008° W
382,2012-02-08,10:00p,Houston Rockets,103,Portland Trail Blazers,96,None,Rose Garden Arena,2012,45.532° N,122.667° W
383,2012-02-09,8:00p,Los Angeles Lakers,88,Boston Celtics,87,OT,TD Garden,2012,42.366° N,71.062° W
384,2012-02-09,9:00p,Golden State Warriors,109,Denver Nuggets,101,None,Pepsi Center,2012,39.749° N,105.008° W
385,2012-02-09,9:00p,Houston Rockets,96,Phoenix Suns,89,None,US Airways Center,2012,33.446° N,112.071° W
386,2012-02-09,10:30p,Oklahoma City Thunder,101,Sacramento Kings,106,None,Power Balance Pavilion,2012,38.58° N,121.5° W
387,2012-02-10,7:00p,Chicago Bulls,95,Charlotte Bobcats,64,None,Time Warner Cable Arena,2012,34.043° N,118.267° W
388,2012-02-10,7:00p,Atlanta Hawks,89,Orlando Magic,87,OT,Amway Center,2012,28.539° N,81.384° W
389,2012-02-10,7:00p,Los Angeles Clippers,78,Philadelphia 76ers,77,None,Wells Fargo Center,2012,39.901° N,75.172° W
390,2012-02-10,7:00p,Boston Celtics,74,Toronto Raptors,86,None,Air Canada Centre,2012,43.644° N,79.379° W
391,2012-02-10,7:00p,Miami Heat,106,Washington Wizards,89,None,Verizon Center,2012,38.898° N,77.021° W
392,2012-02-10,7:30p,Milwaukee Bucks,113,Cleveland Cavaliers,112,OT,Quicken Loans Arena,2012,41.497° N,81.688° W
393,2012-02-10,7:30p,New Jersey Nets,92,Detroit Pistons,109,None,The Palace of Auburn Hills,2012,42.341° N,83.055° W
394,2012-02-10,8:00p,Indiana Pacers,92,Memphis Grizzlies,98,None,FedEx Forum,2012,35.156° N,90.052° W
395,2012-02-10,8:00p,Dallas Mavericks,104,Minnesota Timberwolves,97,None,Target Center,2012,44.98° N,93.276° W
396,2012-02-10,8:00p,Portland Trail Blazers,94,New Orleans Hornets,86,None,New Orleans Arena,2012,34.043° N,118.267° W
397,2012-02-10,8:00p,Los Angeles Lakers,85,New York Knicks,92,None,Madison Square Garden (IV),2012,40.751° N,73.993° W
398,2012-02-10,10:30p,Oklahoma City Thunder,101,Utah Jazz,87,None,EnergySolutions Arena,2012,40.768° N,111.901° W
399,2012-02-11,7:00p,Los Angeles Clippers,111,Charlotte Bobcats,86,None,Time Warner Cable Arena,2012,34.043° N,118.267° W
400,2012-02-11,7:00p,Denver Nuggets,113,Indiana Pacers,109,None,Bankers Life Fieldhouse,2012,39.764° N,86.156° W
401,2012-02-11,7:30p,Philadelphia 76ers,99,Cleveland Cavaliers,84,None,Quicken Loans Arena,2012,41.497° N,81.688° W
402,2012-02-11,8:00p,New York Knicks,100,Minnesota Timberwolves,98,None,Target Center,2012,44.98° N,93.276° W
